"link","x","y"
"C79",-157.752609399,21.294219901
"C79",-157.752779732,21.2940547
"C79",-157.753026532,21.2936361
"C79",-157.753226132,21.293173501
"C79",-157.753361198,21.293019167
"C79",-157.753402398,21.293002701
"C79",-157.753690331,21.2929917
"C79",-157.753984132,21.2930797
"C79",-157.754271999,21.293184167
"C79",-157.754377798,21.293261301
"C79",-157.754483598,21.293310767
"C79",-157.754595199,21.2933329
"C79",-157.754712799,21.293338367
"C79",-157.754836132,21.293283301
"C79",-157.755141732,21.293128967
"C79",-157.755370798,21.292958167
"C79",-157.755400132,21.2929417
"C5874",-157.745923998,21.289374238
"C5874",-157.74562576,21.289365911
"C50375",-157.749526282,21.279558448
"C50375",-157.749669891,21.279522683
"C50375",-157.749805778,21.279493079
"C25657",-157.757496583,21.28464556
"C25657",-157.757615967,21.284609537
"C41810",-157.746816528,21.292216133
"C41810",-157.746634404,21.291840643
"C3087",-157.752413471,21.285687228
"C3087",-157.752284831,21.285329959
"C26829",-157.748734676,21.282679121
"C26829",-157.748503508,21.283217281
"C26829",-157.748475375,21.283310014
"C26829",-157.748460258,21.283342262
"C26829",-157.748449388,21.283406786
"C26829",-157.748419166,21.283463213
"C26829",-157.748382473,21.283527698
"C26829",-157.748350082,21.283594206
"C26829",-157.748332788,21.283640568
"C26829",-157.748306885,21.283686918
"C26829",-157.748296058,21.283727239
"C26829",-157.748285192,21.283789746
"C26829",-157.748263522,21.283878456
"C26829",-157.748256918,21.283965171
"C26829",-157.748248194,21.284033732
"C26829",-157.748248067,21.284108356
"C26829",-157.748252237,21.28418702
"C26829",-157.748275795,21.284253612
"C26829",-157.748299359,21.28431617
"C26829",-157.748350888,21.284384821
"C26829",-157.748396006,21.284427242
"C26829",-157.748503441,21.284522196
"C29547",-157.745888329,21.285681192
"C29547",-157.746393481,21.285427849
"C49174",-157.756667606,21.299251006
"C49174",-157.756714712,21.298950774
"C42019",-157.749805778,21.279493079
"C42019",-157.75002321,21.279439982
"C42019",-157.750341645,21.279365377
"C42019",-157.750480473,21.279335734
"C34818",-157.746839041,21.289792956
"C34818",-157.74621312,21.289799883
"C39999",-157.757474153,21.290702512
"C39999",-157.757281413,21.290688552
"C25722",-157.752509572,21.285962357
"C25722",-157.752439031,21.285990149
"C602",-157.751653998,21.280254767
"C602",-157.751036798,21.278911301
"C602",-157.750343132,21.2774631
"C602",-157.750142709,21.276932039
"C3516",-157.754436632,21.289797233
"C3516",-157.754366685,21.289688112
"C6597",-157.745955363,21.285783658
"C6597",-157.745888329,21.285681192
"C27082",-157.755955155,21.290057134
"C27082",-157.755860386,21.289637934
"C47391",-157.752612751,21.280908994
"C47391",-157.752424259,21.280997603
"C47391",-157.752063746,21.281151689
"C54199",-157.757054853,21.291147051
"C54199",-157.757108138,21.290671848
"C41243",-157.757954819,21.283124235
"C41243",-157.757815428,21.282758126
"C16615",-157.754496973,21.299009691
"C16615",-157.754472743,21.298880054
"C33361",-157.745648638,21.293185021
"C33361",-157.745814508,21.292888908
"C3363",-157.754252928,21.289208321
"C3363",-157.754315639,21.289252437
"C41490",-157.755393932,21.297884143
"C41490",-157.755592113,21.297829834
"C32658",-157.751392667,21.284883483
"C32658",-157.751413846,21.284952616
"C3116",-157.74424471,21.28956929
"C3116",-157.744222653,21.289475551
"C27670",-157.745458101,21.290397902
"C27670",-157.745521537,21.290393045
"C10798",-157.748713694,21.289129407
"C10798",-157.748742285,21.288806273
"C24488",-157.756213718,21.297261052
"C24488",-157.756027737,21.296563665
"C28092",-157.747119434,21.290487337
"C28092",-157.746865288,21.29091458
"C42524",-157.747222499,21.278945219
"C42524",-157.746986246,21.278011041
"C8521",-157.757163537,21.297192288
"C8521",-157.757075119,21.296907176
"C20350",-157.753293501,21.288128442
"C20350",-157.753342919,21.287997968
"C32771",-157.754659758,21.291189121
"C32771",-157.754705048,21.291112064
"C43819",-157.754268454,21.296701385
"C43819",-157.754357409,21.296662056
"C55994",-157.756735368,21.28894826
"C55994",-157.757225476,21.28897962
"C34896",-157.754937543,21.296649756
"C34896",-157.755068455,21.296698177
"C42022",-157.754474287,21.296710457
"C42022",-157.754755044,21.296675794
"C54086",-157.754398371,21.286749954
"C54086",-157.754248002,21.286871741
"C19053",-157.755723711,21.280365297
"C19053",-157.755718042,21.28024141
"C19053",-157.755709443,21.28011315
"C39140",-157.74500281,21.292085059
"C39140",-157.745364489,21.292132159
"C18464",-157.754428571,21.282022023
"C18464",-157.754144319,21.282120781
"C24071",-157.745875698,21.283515372
"C24071",-157.745974575,21.2834465
"C38083",-157.753151329,21.289716537
"C38083",-157.753034508,21.289534674
"C36273",-157.757281413,21.290688552
"C36273",-157.757108138,21.290671848
"C8466",-157.756757336,21.282074712
"C8466",-157.756721257,21.28191097
"C8466",-157.756648362,21.281587851
"C8466",-157.756595138,21.281357069
"C31480",-157.750965041,21.281985611
"C31480",-157.750873203,21.281798214
"C31480",-157.750777357,21.281592701
"C31480",-157.750648945,21.281322555
"C31480",-157.750500417,21.281007451
"C32231",-157.751957348,21.28832912
"C32231",-157.752065816,21.287810944
"C32231",-157.752085474,21.287637521
"C43530",-157.755189945,21.287866119
"C43530",-157.754640024,21.288259296
"C36585",-157.744256391,21.283441384
"C36585",-157.744189193,21.283075723
"C36263",-157.757330041,21.288132746
"C36263",-157.757445929,21.287990774
"C11115",-157.747737198,21.292346132
"C11115",-157.747419152,21.292696023
"C53718",-157.755937811,21.286650612
"C53718",-157.756492802,21.286421836
"C18800",-157.756702881,21.274118344
"C18800",-157.756666809,21.273952387
"C18800",-157.756590296,21.273613515
"C22224",-157.757459941,21.282812775
"C22224",-157.757409993,21.282822144
"C22224",-157.757175277,21.282888668
"C22224",-157.757043416,21.282921532
"C6284",-157.745853903,21.288606399
"C6284",-157.746169509,21.288284036
"C55355",-157.750225444,21.285521093
"C55355",-157.750260276,21.285552439
"C55355",-157.750587313,21.28584674
"C55355",-157.751165825,21.286330461
"C55355",-157.751281393,21.286444753
"C55355",-157.751392625,21.286529051
"C55355",-157.751522173,21.286607067
"C55355",-157.75165407,21.28667654
"C55355",-157.751754283,21.286709394
"C55355",-157.75185223,21.286740092
"C55355",-157.751932169,21.286760008
"C25561",-157.752284831,21.285329959
"C25561",-157.752430256,21.285012092
"C24151",-157.756702881,21.274118344
"C24151",-157.756623204,21.274124745
"C24151",-157.756136116,21.274218155
"C52634",-157.756280273,21.300948499
"C52634",-157.756327379,21.300648268
"C39449",-157.749276781,21.284663988
"C39449",-157.749282752,21.28463
"C56153",-157.755068455,21.296698177
"C56153",-157.755325859,21.296641557
"C27589",-157.744530198,21.284429844
"C27589",-157.744244176,21.28396851
"C28968",-157.752595382,21.293044999
"C28968",-157.752683917,21.293016461
"C55357",-157.757321461,21.29598654
"C55357",-157.757055096,21.29401218
"C55357",-157.757048826,21.293899226
"C55357",-157.757055411,21.293820577
"C55357",-157.757039779,21.293783888
"C5207",-157.755903156,21.290195843
"C5207",-157.755740363,21.290279932
"C54453",-157.744189193,21.283075723
"C54453",-157.744144514,21.282763077
"C19900",-157.754640024,21.288259296
"C19900",-157.754145654,21.288363415
"C16712",-157.754528374,21.299546155
"C16712",-157.754525704,21.299523863
"C3376",-157.753697084,21.282281221
"C3376",-157.753629678,21.282265517
"C27839",-157.745086743,21.285254766
"C27839",-157.745649725,21.285196566
"C20629",-157.743340491,21.288901558
"C20629",-157.743308508,21.288125838
"C3512",-157.752553061,21.292444121
"C3512",-157.75231309,21.29235079
"C3517",-157.757826132,21.289439558
"C3517",-157.757336982,21.289941829
"C19021",-157.754774602,21.298942475
"C19021",-157.754867975,21.298849792
"C23383",-157.752364805,21.2830595456
"C23383",-157.752846301,21.282864668
"C34599",-157.754248002,21.286871741
"C34599",-157.753928814,21.287170109
"C54474",-157.745891743,21.28786949
"C54474",-157.745830913,21.287713222
"C57139",-157.757698483,21.290120548
"C57139",-157.757508204,21.29067088
"C57139",-157.757474153,21.290702512
"C54041",-157.744222653,21.289475551
"C54041",-157.744783686,21.289455585
"C52313",-157.754366685,21.289688112
"C52313",-157.754252928,21.289208321
"C5211",-157.757209284,21.290119032
"C5211",-157.757156056,21.290112911
"C54352",-157.745430873,21.29086352
"C54352",-157.74553152,21.290734874
"C52709",-157.7454814,21.287473222
"C52709",-157.744959066,21.287602571
"C44700",-157.748503441,21.284522196
"C44700",-157.748595861,21.284588891
"C44700",-157.74866465,21.284631348
"C44700",-157.74873774,21.284675828
"C44700",-157.748849558,21.2847244
"C44700",-157.74895065,21.284752787
"C44700",-157.749017322,21.284775071
"C44700",-157.749068961,21.284779182
"C44700",-157.749127066,21.284777252
"C44700",-157.749204555,21.284765266
"C44700",-157.749251952,21.284733066
"C44700",-157.749270865,21.28469765
"C209506",-157.752939148,21.289033982
"C209506",-157.752901734,21.288996831
"C31185",-157.746312472,21.281926522
"C31185",-157.74631926,21.28173944
"C52563",-157.7473173,21.279105919
"C52563",-157.747378109,21.279185113
"C52563",-157.747428675,21.279242399
"C5462",-157.757043416,21.282921532
"C5462",-157.756998316,21.282886239
"C10836",-157.749611157,21.288080899
"C10836",-157.749477181,21.287956816
"C48792",-157.744707719,21.2884143
"C48792",-157.744746807,21.288294626
"C54042",-157.744795451,21.289075576
"C54042",-157.744851048,21.289044426
"C4651",-157.755541537,21.288620429
"C4651",-157.755484718,21.288565288
"C3510",-157.753516296,21.292998349
"C3510",-157.753258921,21.292787426
"C47021",-157.753085322,21.289227997
"C47021",-157.753034508,21.289534674
"C56045",-157.757536278,21.282830091
"C56045",-157.757459941,21.282812775
"C42158",-157.750259487,21.281057503
"C42158",-157.750500417,21.281007451
"C33238",-157.744459344,21.286127843
"C33238",-157.744568635,21.286084703
"C16601",-157.749282752,21.28463
"C16601",-157.749331663,21.284351654
"C41244",-157.749270865,21.28469765
"C41244",-157.749276781,21.284663988
"C27084",-157.752256113,21.289322927
"C27084",-157.752182834,21.289668692
"C54347",-157.753577247,21.295990093
"C54347",-157.75370813,21.296056052
"C5616",-157.753461578,21.278489969
"C5616",-157.753475084,21.27853666
"C5616",-157.753513585,21.278786885
"C5616",-157.753588125,21.279220144
"C5616",-157.753616833,21.27939721
"C31723",-157.747990168,21.294372033
"C31723",-157.74819273,21.294193541
"C56092",-157.747423873,21.284486627
"C56092",-157.747410942,21.284416139
"C56092",-157.747389536,21.284349551
"C56092",-157.74736382,21.284286989
"C56092",-157.747327334,21.284230461
"C56092",-157.747272082,21.284187592
"C46029",-157.749189165,21.290018563
"C46029",-157.749104199,21.289934598
"C47397",-157.74643571,21.287374972
"C47397",-157.7460076,21.287165656
"C8086",-157.744681174,21.282558633
"C8086",-157.744786699,21.282546061
"C29890",-157.74809983,21.293214655
"C29890",-157.747840376,21.292961193
"C57156",-157.747226208,21.284222243
"C57156",-157.747272082,21.284187592
"C31466",-157.754570175,21.299091611
"C31466",-157.754762667,21.299111717
"C36662",-157.750480473,21.279335734
"C36662",-157.750579268,21.279314804
"C36662",-157.750601296,21.279314558
"C42124",-157.748878435,21.292900989
"C42124",-157.748823544,21.292839699
"C56583",-157.747964549,21.289906306
"C56583",-157.748173908,21.289662287
"C7849",-157.746141334,21.294133226
"C7849",-157.745824553,21.293788736
"C46052",-157.748302326,21.28823718
"C46052",-157.748243671,21.288125173
"C36587",-157.746490144,21.280900023
"C18483",-157.751829137,21.278714174
"C18483",-157.750993418,21.278820734
"C44862",-157.74621312,21.289799883
"C44862",-157.745910876,21.289677375
"C6570",-157.753616833,21.27939721
"C6570",-157.753616443,21.279410974
"C6570",-157.75373064,21.279621801
"C6570",-157.753800538,21.279757097
"C3252",-157.745788196,21.280487912
"C3252",-157.745650467,21.280493755
"C3252",-157.745510944,21.280438736
"C3252",-157.745413775,21.280368756
"C3252",-157.74533883,21.280271428
"C3252",-157.745113028,21.280188396
"C3252",-157.745048883,21.279950307
"C3252",-157.7450608,21.279887232
"C29608",-157.746586688,21.292599155
"C29608",-157.746816528,21.292216133
"C29683",-157.754401155,21.280434589
"C29683",-157.754232211,21.280470085
"C29683",-157.754046003,21.280510716
"C36445",-157.751392667,21.284883483
"C36445",-157.751136658,21.284945688
"C45184",-157.755860386,21.289637934
"C45184",-157.756188756,21.289557263
"C43973",-157.743251043,21.289234594
"C43973",-157.743340491,21.288901558
"C37737",-157.745032808,21.282914069
"C37737",-157.744988383,21.282875633
"C37737",-157.744928239,21.282813019
"C37737",-157.74487457,21.282738314
"C37737",-157.744831664,21.282661608
"C37737",-157.744805942,21.282603079
"C37737",-157.744786699,21.282546061
"C28316",-157.745300624,21.2928495994
"C28316",-157.74463262,21.29276378
"C38190",-157.752606324,21.288920729
"C38190",-157.752388119,21.288986582
"C36820",-157.754867975,21.298849792
"C36820",-157.755270026,21.298823082
"C7163",-157.755485613,21.298812477
"C7163",-157.755566556,21.299189337
"C50804",-157.747230707,21.284979529
"C50804",-157.747293891,21.284912113
"C50804",-157.74734135,21.284843611
"C50804",-157.747378053,21.284773076
"C50804",-157.747403997,21.284702525
"C50804",-157.74742353,21.284605744
"C50804",-157.747423873,21.284486627
"C8464",-157.748145217,21.281671568
"C8464",-157.748551692,21.2815054583
"C30018",-157.752067413,21.290208557
"C30018",-157.75210626,21.290034933
"C53175",-157.747816098,21.289999262
"C53175",-157.747849128,21.290311412
"C38191",-157.755068882,21.288913455
"C38191",-157.754693077,21.289033665
"C29434",-157.757211878,21.274244879
"C29434",-157.757143209,21.274030784
"C35955",-157.756766623,21.296740121
"C35955",-157.75660667,21.297279164
"C42104",-157.74916755,21.289040124
"C42104",-157.749077491,21.288919905
"C54364",-157.750169788,21.28025641
"C54364",-157.75009623,21.280115107
"C54364",-157.750065144,21.280044969
"C54364",-157.75003954,21.279987938
"C36280",-157.743653476,21.289981806
"C36280",-157.743927998,21.289631275
"C31691",-157.748598736,21.288756134
"C31691",-157.748368889,21.28867811
"C38439",-157.753026238,21.292726045
"C38439",-157.752812618,21.292681768
"C6460",-157.757489764,21.275156788
"C6460",-157.757453605,21.275043717
"C6460",-157.757368515,21.274768671
"C6460",-157.757273574,21.274457371
"C6460",-157.757211878,21.274244879
"C36436",-157.754567266,21.295810036
"C36436",-157.754725407,21.295656559
"C209507",-157.752394547,21.289021894
"C209507",-157.752388119,21.288986582
"C13546",-157.746276608,21.291244293
"C13546",-157.74633005,21.291062161
"C29053",-157.752430256,21.285012092
"C29053",-157.752210091,21.284687754
"C47277",-157.746493367,21.28426067
"C47277",-157.746748183,21.283996158
"C54165",-157.752883599,21.290855682
"C54165",-157.75293495,21.290227371
"C38535",-157.755592113,21.297829834
"C38535",-157.755826403,21.297772966
"C18750",-157.74677768,21.286127453
"C18750",-157.746765744,21.286039001
"C5076",-157.756712266,21.290713275
"C5076",-157.756343984,21.29062388
"C16606",-157.755642179,21.292557001
"C16606",-157.75554746,21.292522355
"C41839",-157.754691528,21.299848712
"C41839",-157.754709468,21.299570279
"C38440",-157.752883599,21.290855682
"C38440",-157.752916947,21.290894272
"C38058",-157.75179797,21.284027812
"C38058",-157.751855704,21.283972646
"C38058",-157.751931088,21.283901849
"C38058",-157.751971547,21.283858961
"C3204",-157.749385729,21.284077801
"C3204",-157.749431259,21.283858048
"C3204",-157.749456076,21.283728872
"C4479",-157.754252928,21.289208321
"C4479",-157.754281003,21.289105925
"C53720",-157.75758361,21.292136738
"C53720",-157.757613554,21.29204452
"C53720",-157.757635219,21.291955809
"C53720",-157.757654925,21.291750117
"C53720",-157.757646687,21.291524215
"C53720",-157.757627517,21.291403175
"C53720",-157.757606025,21.291302713
"C43592",-157.743687895,21.290359726
"C43592",-157.743465807,21.290307327
"C10833",-157.747499894,21.291232077
"C10833",-157.746865288,21.29091458
"C10797",-157.748737145,21.289221219
"C10797",-157.748713694,21.289129407
"C26521",-157.7445307,21.292461594
"C26521",-157.74457832,21.292223318
"C5865",-157.745640182,21.280727849
"C5865",-157.745003401,21.280594229
"C6961",-157.753800538,21.279757097
"C6961",-157.754022012,21.279703377
"C29645",-157.744808885,21.285612618
"C29645",-157.745086743,21.285254766
"C38100",-157.756259623,21.293562189
"C38100",-157.755865471,21.293447218
"C31046",-157.755903156,21.290195843
"C31046",-157.755955155,21.290057134
"C3519",-157.752278061,21.289370295
"C3519",-157.752256113,21.289322927
"C10834",-157.746865288,21.29091458
"C10834",-157.746788713,21.291012669
"C20549",-157.755313529,21.300695924
"C20549",-157.755436044,21.300597824
"C3375",-157.753629678,21.282265517
"C3375",-157.753602874,21.282266359
"C3375",-157.753406334,21.282337429
"C3375",-157.753335429,21.282364101
"C33268",-157.753984666,21.280966422
"C33268",-157.75395614,21.280899536
"C33268",-157.753878216,21.280732399
"C33268",-157.753820412,21.280610177
"C43694",-157.753788901,21.28586351
"C43694",-157.753962831,21.286144024
"C10984",-157.746492173,21.294992555
"C10984",-157.746789925,21.294867465
"C22137",-157.753688169,21.28748453
"C22137",-157.753529501,21.287518512
"C36266",-157.752606324,21.288920729
"C36266",-157.752471376,21.288820349
"C19783",-157.75439635,21.298692895
"C19783",-157.754430636,21.298781688
"C19783",-157.754472743,21.298880054
"C53716",-157.752085474,21.287637521
"C53716",-157.752081393,21.287504402
"C53716",-157.752094352,21.287476185
"C53716",-157.752115896,21.287462099
"C53716",-157.752204528,21.287459257
"C34895",-157.75370813,21.296056052
"C34895",-157.754356824,21.296664458
"C4957",-157.751932169,21.286760008
"C4957",-157.752661841,21.2863879765
"C25594",-157.753168237,21.287947127
"C25594",-157.752847975,21.287786513
"C34994",-157.754762667,21.299111717
"C34994",-157.754774602,21.298942475
"C6721",-157.744566043,21.280428667
"C6721",-157.744491943,21.280346787
"C6721",-157.744449021,21.280280165
"C6721",-157.744107122,21.279255192
"C41871",-157.752939148,21.289033982
"C41871",-157.75276773,21.289006264
"C3117",-157.744746807,21.288294626
"C3117",-157.74464175,21.288018556
"C47128",-157.757197702,21.284657299
"C47128",-157.757412641,21.284562873
"C4964",-157.757301107,21.288982999
"C4964",-157.757225476,21.28897962
"C25778",-157.753267666,21.277988832
"C25778",-157.753042443,21.278015443
"C25778",-157.752408021,21.276786144
"C49424",-157.746046858,21.295301115
"C49424",-157.746874724,21.295373299
"C29903",-157.747784235,21.292901901
"C29903",-157.747499073,21.292625161
"C6286",-157.746611282,21.287875248
"C6286",-157.74643571,21.287374972
"C4524",-157.752847975,21.287786513
"C4524",-157.752424834,21.287452337
"C3086",-157.754667712,21.285514156
"C3086",-157.754149741,21.285715818
"C38037",-157.755036306,21.295494983
"C38037",-157.755327207,21.295458662
"C39466",-157.744786699,21.282546061
"C39466",-157.744778156,21.282494126
"C39466",-157.744771819,21.282425543
"C39466",-157.744771944,21.282352936
"C39466",-157.744780659,21.282290426
"C39466",-157.744793682,21.282225906
"C39466",-157.744824027,21.282146202
"C52283",-157.752509572,21.285962357
"C52283",-157.752413471,21.285687228
"C53715",-157.748734676,21.282679121
"C53715",-157.748741182,21.282648878
"C53715",-157.748732647,21.282606511
"C53715",-157.748709061,21.282556053
"C53715",-157.748694029,21.28253788
"C53715",-157.748666093,21.282515652
"C53715",-157.748625254,21.282487355
"C53715",-157.748599463,21.282469164
"C53715",-157.748382548,21.282218749
"C53715",-157.748352479,21.282184417
"C53715",-157.748318091,21.282160163
"C53715",-157.74826648,21.282139917
"C53715",-157.748227767,21.282127758
"C53715",-157.748195509,21.282115609
"C53715",-157.748154678,21.282083278
"C53715",-157.748070899,21.281998444
"C53715",-157.748051577,21.281972195
"C53715",-157.748030116,21.281937876
"C53715",-157.747982875,21.281879317
"C53715",-157.747951067,21.281801849
"C24814",-157.746090101,21.291754739
"C24814",-157.745733164,21.291604192
"C49055",-157.746393481,21.285427849
"C49055",-157.74680683,21.285206883
"C43344",-157.755675688,21.287469277
"C43344",-157.75536528,21.287744605
"C6569",-157.75003954,21.279987938
"C6569",-157.749917364,21.27972322
"C6569",-157.749842738,21.279564838
"C6569",-157.749805778,21.279493079
"C52997",-157.746711109,21.293556749
"C52997",-157.747069975,21.293551143
"C55945",-157.755789182,21.287700743
"C55945",-157.756313097,21.28741244
"C20548",-157.756714712,21.298950774
"C20548",-157.756580853,21.298863219
"C41870",-157.754693077,21.289033665
"C41870",-157.754281003,21.289105925
"C52539",-157.756706373,21.276681027
"C52539",-157.756673197,21.276538711
"C52539",-157.756647671,21.276433784
"C52539",-157.756629455,21.276348054
"C38192",-157.755541537,21.288620429
"C38192",-157.755068882,21.288913455
"C56087",-157.745758176,21.284474121
"C56087",-157.746201965,21.28443506
"C5834",-157.746895485,21.283949935
"C5834",-157.746765339,21.283879631
"C23758",-157.752923595,21.291310052
"C23758",-157.752883599,21.290855682
"C3911",-157.753267666,21.277988832
"C3911",-157.753277847,21.278012212
"C3911",-157.753340081,21.278113146
"C3911",-157.753357171,21.278134156
"C29148",-157.755794732,21.28670959
"C29148",-157.75592082,21.286838128
"C50669",-157.752283835,21.287458794
"C50669",-157.752204528,21.287459257
"C35251",-157.74915253,21.290485726
"C35251",-157.749189165,21.290018563
"C3514",-157.755877124,21.291584017
"C3514",-157.756332282,21.291806581
"C32716",-157.75311021,21.289055097
"C32716",-157.753085322,21.289227997
"C3822",-157.754797185,21.294664252
"C3822",-157.755183469,21.294617746
"C25106",-157.754568672,21.299897217
"C25106",-157.754528374,21.299546155
"C4952",-157.75760972,21.287967829
"C4952",-157.757445929,21.287990774
"C32984",-157.747272082,21.284187592
"C32984",-157.747217742,21.284139538
"C32984",-157.747127475,21.284072846
"C32984",-157.746895485,21.283949935
"C18490",-157.74553152,21.290734874
"C18490",-157.745458101,21.290397902
"C54233",-157.754149741,21.285715818
"C54233",-157.753788901,21.28586351
"C10986",-157.7472713,21.293364524
"C10986",-157.747784235,21.292901901
"C24232",-157.754046003,21.280510716
"C24232",-157.753992727,21.280535544
"C24232",-157.753893536,21.280572474
"C24232",-157.753820412,21.280610177
"C31292",-157.756180552,21.289528421
"C31292",-157.756550353,21.289373784
"C31140",-157.756408149,21.275412352
"C31140",-157.756362224,21.275210142
"C31140",-157.756253191,21.274762403
"C31140",-157.756192276,21.274522339
"C31140",-157.756176609,21.274450354
"C36437",-157.754900048,21.295516871
"C36437",-157.75491364,21.295512482
"C36437",-157.755036306,21.295494983
"C43672",-157.744668977,21.292416364
"C43672",-157.74457832,21.292223318
"C47160",-157.755984887,21.288541539
"C47160",-157.755660904,21.288595226
"C23953",-157.748844113,21.292746991
"C23953",-157.748218997,21.292655608
"C52424",-157.756659824,21.290230239
"C52424",-157.756379278,21.290247796
"C19052",-157.755709443,21.28011315
"C19052",-157.755526532,21.280157616
"C19052",-157.755010488,21.280286203
"C19052",-157.754479018,21.280416099
"C19052",-157.754401155,21.280434589
"C19016",-157.743614955,21.287574489
"C19016",-157.743820737,21.287418628
"C16600",-157.757815844,21.282575446
"C16600",-157.757815428,21.282758126
"C54281",-157.744222121,21.284884135
"C54281",-157.744122478,21.284830927
"C5074",-157.75381904,21.290693117
"C5074",-157.754335086,21.291027405
"C4523",-157.752424834,21.287452337
"C4523",-157.752283835,21.287458794
"C8470",-157.750308767,21.280572726
"C8470",-157.750217329,21.280367714
"C8470",-157.750169788,21.28025641
"C7671",-157.745103375,21.285353218
"C7671",-157.745086743,21.285254766
"C13544",-157.745522796,21.291626052
"C13544",-157.74546187,21.291279687
"C5836",-157.746142777,21.283535827
"C5836",-157.745974575,21.2834465
"C47398",-157.7460076,21.287165656
"C47398",-157.745655111,21.286952518
"C35480",-157.752028417,21.290756095
"C35480",-157.752030302,21.290541077
"C18550",-157.745364489,21.292132159
"C18550",-157.745522796,21.291626052
"C52451",-157.756971758,21.290770818
"C52451",-157.756712266,21.290713275
"C31722",-157.747758097,21.294146851
"C31722",-157.747990168,21.294372033
"C51021",-157.74417627,21.287387937
"C51021",-157.744559304,21.287513463
"C38243",-157.757399423,21.288138868
"C38243",-157.757330041,21.288132746
"C4327",-157.754460038,21.284549201
"C4327",-157.754180097,21.284652969
"C40045",-157.756998316,21.282886239
"C40045",-157.756969462,21.282794555
"C40045",-157.756934771,21.282680927
"C5210",-157.757081697,21.290228488
"C5210",-157.757156056,21.290112911
"C10985",-157.746905345,21.294889582
"C10985",-157.747296176,21.2950011425
"C56699",-157.752030302,21.290541077
"C56699",-157.752036836,21.290372433
"C27447",-157.756315,21.2874115968
"C27447",-157.756837873,21.287123916
"C5875",-157.745685423,21.288869927
"C5875",-157.745853903,21.288606399
"C49227",-157.746634404,21.291840643
"C49227",-157.746664271,21.291340405
"C41645",-157.754527343,21.275815019
