"link","x","y"
"C41645",-157.754777535,21.275749517
"C41645",-157.755064013,21.275679675
"C41645",-157.755281438,21.275628764
"C47018",-157.755897164,21.282267213
"C47018",-157.755944959,21.282450134
"C47018",-157.755975593,21.282574295
"C29889",-157.747180324,21.293919465
"C29889",-157.747069975,21.293551143
"C5459",-157.751445321,21.283263814
"C5459",-157.751552577,21.283235068
"C5459",-157.751661665,21.28320852
"C2600",-157.754623598,21.311802701
"C2600",-157.754652932,21.311615367
"C2600",-157.754729332,21.311450167
"C2600",-157.754793799,21.3112409
"C2600",-157.754776198,21.310778367
"C2600",-157.754729132,21.3107233
"C2600",-157.754729132,21.3106407
"C2600",-157.754681999,21.310431501
"C2600",-157.754640799,21.310095567
"C2600",-157.754652599,21.310023967
"C2600",-157.754652531,21.309952367
"C2600",-157.754681932,21.309880767
"C2600",-157.754699532,21.3098257
"C2600",-157.754717131,21.3097817
"C2600",-157.754728932,21.309698967
"C2600",-157.754728798,21.3094127
"C2600",-157.754716998,21.309368701
"C2600",-157.754669999,21.3092971
"C2600",-157.754640598,21.309137367
"C2600",-157.754622932,21.309120901
"C2600",-157.754622999,21.3090989
"C2600",-157.754593532,21.3090493
"C2600",-157.754575799,21.309005167
"C2600",-157.754564132,21.308977701
"C2600",-157.754564132,21.3088785
"C2600",-157.754528798,21.3088401
"C2600",-157.754546332,21.308415967
"C2600",-157.754593199,21.308074567
"C2600",-157.754610798,21.307777167
"C2600",-157.754593132,21.307584501
"C2600",-157.754610732,21.3074853
"C2600",-157.754610599,21.306896167
"C2600",-157.754622332,21.306802501
"C2600",-157.754669332,21.3066483
"C2600",-157.754763198,21.306499567
"C2600",-157.754880732,21.306356367
"C2600",-157.754915999,21.306306767
"C2600",-157.755221532,21.306113967
"C2600",-157.755291999,21.306031367
"C2600",-157.755368399,21.305899167
"C2600",-157.755444732,21.3057285
"C2600",-157.755462332,21.305585301
"C2600",-157.755479932,21.305469701
"C2600",-157.755462332,21.305387101
"C2600",-157.755444598,21.305365101
"C2600",-157.755432932,21.3053265
"C2600",-157.755415199,21.305309967
"C2600",-157.755385798,21.3051723
"C2600",-157.755373998,21.304968567
"C2600",-157.755385798,21.304935501
"C2600",-157.755403333,21.304797767
"C2600",-157.755415132,21.3047593
"C2600",-157.755509132,21.304627101
"C2600",-157.755585532,21.3045059
"C2600",-157.755767532,21.3043297
"C2600",-157.75586153,21.304158967
"C2600",-157.755890932,21.304087367
"C2600",-157.755902599,21.303905567
"C2600",-157.755861398,21.303591767
"C27569",-157.750772852,21.28470373
"C27569",-157.750454418,21.284335293
"C22025",-157.753015534,21.289683344
"C22025",-157.75293495,21.290227371
"C48827",-157.756124977,21.292608852
"C48827",-157.755642179,21.292557001
"C29108",-157.748407314,21.288457848
"C29108",-157.748302326,21.28823718
"C48298",-157.755794732,21.28670959
"C48298",-157.755937811,21.286650612
"C52745",-157.749605081,21.2804344548
"C52745",-157.749728333,21.280350012
"C52745",-157.75000011,21.280291363
"C52745",-157.750169788,21.28025641
"C24207",-157.743308508,21.288125838
"C24207",-157.74328136,21.287766593
"C4956",-157.754659819,21.286550731
"C4956",-157.754398371,21.286749954
"C8468",-157.755724589,21.281166258
"C8468",-157.755726131,21.280900178
"C8468",-157.755726358,21.280540454
"C8468",-157.755723711,21.280365297
"C52970",-157.745824553,21.293788736
"C52970",-157.745735809,21.293612414
"C10831",-157.747893813,21.290771322
"C10831",-157.747849128,21.290311412
"C17723",-157.753250497,21.282436668
"C17723",-157.753277746,21.282427678
"C17723",-157.753327306,21.282387413
"C17723",-157.753335429,21.282364101
"C36584",-157.745649725,21.285196566
"C36584",-157.74572356,21.284882009
"C38286",-157.74680683,21.285206883
"C38286",-157.747230707,21.284979529
"C38417",-157.752210091,21.284687754
"C38417",-157.751392667,21.284883483
"C18482",-157.754755044,21.296675794
"C18482",-157.754937543,21.296649756
"C5205",-157.752860653,21.29140416
"C5205",-157.752923595,21.291310052
"C53178",-157.747816098,21.289999262
"C53178",-157.747963565,21.289998098
"C36590",-157.744122478,21.284830927
"C36590",-157.744530198,21.284429844
"C469",-157.746533732,21.323032567
"C469",-157.746568999,21.322905967
"C469",-157.746598398,21.3226637
"C469",-157.746568999,21.322536967
"C469",-157.746504332,21.322437967
"C469",-157.746427799,21.322300301
"C469",-157.746386732,21.322272767
"C469",-157.746339732,21.322212167
"C469",-157.746322132,21.3221847
"C469",-157.746292598,21.322157167
"C469",-157.746263198,21.322085567
"C469",-157.746227998,21.322035967
"C469",-157.746216132,21.3213697
"C469",-157.746216132,21.321292567
"C469",-157.746139598,21.321149367
"C469",-157.746121999,21.321127367
"C469",-157.746063198,21.3210283
"C469",-157.745986798,21.3209237
"C469",-157.745892732,21.320769501
"C469",-157.745892732,21.320725367
"C469",-157.745880998,21.320714367
"C469",-157.745851532,21.320461167
"C469",-157.745892732,21.3203455
"C469",-157.745939598,21.320279367
"C469",-157.745957332,21.320218901
"C469",-157.745957199,21.320097567
"C469",-157.746004332,21.3199545
"C469",-157.746092332,21.319822301
"C469",-157.746597732,21.319337568
"C469",-157.746750398,21.319089767
"C469",-157.746762198,21.3190403
"C469",-157.746797532,21.319018167
"C469",-157.746809198,21.318968567
"C469",-157.746826798,21.3189521
"C469",-157.746838598,21.3189025
"C469",-157.746873799,21.3188805
"C469",-157.746914932,21.3187263
"C469",-157.746950132,21.318434367
"C469",-157.747008799,21.318241701
"C469",-157.747026398,21.3178067
"C469",-157.747055799,21.317641367
"C469",-157.747102732,21.3174763
"C469",-157.747114532,21.3174487
"C469",-157.747343398,21.316517967
"C469",-157.747343398,21.316319767
"C469",-157.747378732,21.316148967
"C469",-157.747437332,21.3160609
"C469",-157.747525532,21.3159507
"C469",-157.747590199,21.315868167
"C469",-157.747619532,21.315708367
"C469",-157.747637131,21.315559767
"C469",-157.747619532,21.3154937
"C469",-157.747543132,21.315383501
"C469",-157.747454931,21.315256967
"C469",-157.747419599,21.3151523
"C469",-157.747407799,21.315003701
"C469",-157.747419531,21.3148825
"C469",-157.747466532,21.314733767
"C469",-157.747495798,21.3145631
"C469",-157.747560532,21.314331767
"C469",-157.747572199,21.3143097
"C469",-157.747677932,21.313880167
"C469",-157.747677932,21.313830701
"C469",-157.747742532,21.313659967
"C469",-157.747754199,21.313621367
"C469",-157.747801198,21.313461567
"C469",-157.747830598,21.313356967
"C469",-157.747924531,21.313048567
"C469",-157.747942199,21.313032101
"C469",-157.747942132,21.312982567
"C469",-157.748018533,21.312855767
"C469",-157.748018531,21.312778767
"C469",-157.748047932,21.3127677
"C469",-157.748059599,21.3126521
"C469",-157.748094797,21.3126301
"C469",-157.748106598,21.312563967
"C469",-157.748171131,21.312360167
"C469",-157.748229932,21.312227967
"C469",-157.748276932,21.3121565
"C469",-157.748335732,21.3120353
"C469",-157.748517799,21.3117819
"C469",-157.748552998,21.311710367
"C469",-157.748764531,21.311374367
"C469",-157.748946731,21.311159567
"C469",-157.749040598,21.3109833
"C469",-157.749099332,21.310900767
"C469",-157.749146399,21.310867701
"C469",-157.749281532,21.3107795
"C469",-157.749681132,21.310619767
"C469",-157.749816199,21.310531567
"C469",-157.749951398,21.3104545
"C469",-157.750139399,21.310289301
"C469",-157.750274533,21.3101295
"C469",-157.750397931,21.309953301
"C469",-157.750521199,21.309771501
"C469",-157.751161532,21.3088683
"C469",-157.751496398,21.3083617
"C469",-157.751508132,21.308306567
"C469",-157.751696198,21.3080697
"C469",-157.751772532,21.307921101
"C469",-157.751848932,21.307772301
"C469",-157.751860599,21.307645567
"C469",-157.751878198,21.3075685
"C469",-157.751889932,21.307458367
"C469",-157.751936798,21.3070839
"C469",-157.751954532,21.306995767
"C469",-157.751966131,21.306869167
"C469",-157.752001398,21.306764501
"C469",-157.752107133,21.3066489
"C469",-157.752230532,21.306544167
"C469",-157.752336332,21.3065057
"C469",-157.752365599,21.3064671
"C469",-157.752412732,21.3064451
"C469",-157.752594799,21.306224767
"C469",-157.752671132,21.306103501
"C469",-157.752671132,21.3060595
"C469",-157.752718198,21.305998901
"C469",-157.752759199,21.305789567
"C469",-157.752794532,21.305718101
"C469",-157.752835598,21.305635501
"C469",-157.753023598,21.3054593
"C469",-157.753264532,21.305288367
"C469",-157.753399599,21.3052169
"C469",-157.753769798,21.305134101
"C469",-157.753904932,21.305067967
"C469",-157.754345598,21.3048531
"C469",-157.754574732,21.3047099
"C469",-157.754991799,21.304313367
"C469",-157.755450132,21.303971767
"C469",-157.755796732,21.303619301
"C469",-157.755861398,21.303591767
"C3254",-157.749837338,21.283627675
"C3254",-157.750112436,21.283563459
"C3254",-157.750419491,21.283493935
"C3254",-157.750496621,21.283476006
"C32989",-157.74562576,21.289365911
"C32989",-157.745685423,21.288869927
"C22266",-157.74739448,21.288139565
"C22266",-157.747340147,21.287736309
"C47023",-157.75094694,21.28488682
"C47023",-157.750772852,21.28470373
"C42140",-157.74783458,21.291812076
"C42140",-157.747793588,21.29198197
"C6684",-157.745049971,21.291061092
"C6684",-157.745430873,21.29086352
"C27471",-157.752089653,21.288527505
"C27471",-157.752025017,21.288536248
"C41491",-157.755367341,21.299866084
"C41491",-157.755542201,21.29982266
"C37738",-157.7473173,21.279105919
"C37738",-157.747222499,21.278945219
"C33198",-157.745735809,21.293612414
"C33198",-157.745648638,21.293185021
"C51046",-157.755781726,21.281249918
"C51046",-157.755724589,21.281166258
"C29681",-157.747774544,21.2807844446
"C29681",-157.747951067,21.281801849
"C6457",-157.747497579,21.279525341
"C6457",-157.747553657,21.279795207
"C6457",-157.747594819,21.279985348
"C38285",-157.747340147,21.287736309
"C38285",-157.747315554,21.287492492
"C19790",-157.746217615,21.285094031
"C19790",-157.746166333,21.284882182
"C19790",-157.74647003,21.28472129
"C19790",-157.746741551,21.284499843
"C19790",-157.747176655,21.284256455
"C19790",-157.747226208,21.284222243
"C4508",-157.75311021,21.289055097
"C4508",-157.752939148,21.289033982
"C5882",-157.74714367,21.288556424
"C5882",-157.74739448,21.288139565
"C10800",-157.747705077,21.29000575
"C10800",-157.747717906,21.289266289
"C10800",-157.747765202,21.288976128
"C8469",-157.751272001,21.28044082
"C8469",-157.75134144,21.280411393
"C8469",-157.751542039,21.280328182
"C8469",-157.751665194,21.280279274
"C41480",-157.755566556,21.299189337
"C41480",-157.756121425,21.299305919
"C29119",-157.754086725,21.289136006
"C29119",-157.75385797,21.289143454
"C3014",-157.752683917,21.293016461
"C3014",-157.752900787,21.29309268
"C56823",-157.745733164,21.291604192
"C56823",-157.745522796,21.291626052
"C40825",-157.745247993,21.293468098
"C40825",-157.745212706,21.293361815
"C40825",-157.745292799,21.292846991
"C5075",-157.757108138,21.290671848
"C5075",-157.756971758,21.290770818
"C41671",-157.754627101,21.2836532158
"C41671",-157.754032129,21.283773765
"C41671",-157.753904393,21.283754242
"C41671",-157.753869152,21.283751331
"C54472",-157.754210736,21.298177246
"C54472",-157.754595416,21.298084991
"C44863",-157.744583961,21.284515825
"C44863",-157.744530198,21.284429844
"C38411",-157.753869152,21.283751331
"C38411",-157.753621898,21.283849402
"C38411",-157.753346795,21.283960228
"C30126",-157.744825671,21.293376783
"C30126",-157.74463262,21.29276378
"C3015",-157.757897454,21.276393382
"C3015",-157.757810789,21.276182252
"C3015",-157.757749778,21.276000044
"C54034",-157.754725407,21.295656559
"C54034",-157.754617746,21.295703801
"C4955",-157.756495809,21.28793855
"C4955",-157.75660397,21.288029531
"C54085",-157.757333964,21.286862124
"C54085",-157.757563215,21.286773527
"C19017",-157.744568635,21.286084703
"C19017",-157.744417765,21.285879743
"C22161",-157.754594371,21.29054526
"C22161",-157.755213313,21.29038235
"C41245",-157.757039779,21.293783888
"C41245",-157.757081395,21.293723806
"C41245",-157.757113772,21.293665363
"C41245",-157.757148404,21.293544401
"C41245",-157.757278225,21.293119029
"C41245",-157.757343101,21.292927519
"C41245",-157.757425318,21.292659394
"C41245",-157.757496749,21.292407388
"C41245",-157.757563806,21.292197731
"C41245",-157.75758361,21.292136738
"C4849",-157.756931097,21.296068493
"C4849",-157.756828026,21.296385073
"C4326",-157.757412641,21.284562873
"C4326",-157.757496583,21.28464556
"C29872",-157.746917042,21.291065541
"C29872",-157.746788713,21.291012669
"C7301",-157.756421672,21.299998666
"C7301",-157.756106888,21.2999839606
"C20659",-157.754039338,21.280986202
"C20659",-157.753984666,21.280966422
"C10801",-157.748429334,21.290492211
"C10801",-157.748485511,21.290394504
"C10801",-157.748751795,21.289772592
"C10801",-157.748737145,21.289221219
"C47614",-157.749104199,21.289934598
"C47614",-157.749077491,21.288919905
"C43735",-157.757197702,21.284657299
"C43735",-157.756351471,21.2843010742
"C38032",-157.751971547,21.283858961
"C38032",-157.751937893,21.283785528
"C38032",-157.751830692,21.283563075
"C38032",-157.751761906,21.283420597
"C38032",-157.75173813,21.283367976
"C24170",-157.746177349,21.292767107
"C24170",-157.746145592,21.292677336
"C45283",-157.753529501,21.287518512
"C45283",-157.753342919,21.287997968
"C8085",-157.744124991,21.282612056
"C8085",-157.744681174,21.282558633
"C7848",-157.745902099,21.294725418
"C7848",-157.746125921,21.294394499
"C7848",-157.74612593,21.294394343
"C54327",-157.758596138,21.274801225
"C54327",-157.75868761,21.274990811
"C25698",-157.754145654,21.288363415
"C25698",-157.754184325,21.288512149
"C10835",-157.748314042,21.289010533
"C10835",-157.748368889,21.28867811
"C20197",-157.754817228,21.281904135
"C20197",-157.754428571,21.282022023
"C52569",-157.756828026,21.296385073
"C52569",-157.756720404,21.296398069
"C22317",-157.756299268,21.296450067
"C22317",-157.756028437,21.2965645544
"C38187",-157.755286662,21.2862326066
"C38187",-157.754776262,21.28666068
"C38719",-157.747358961,21.29387376
"C38719",-157.74809983,21.293214655
"C49485",-157.749077491,21.288919905
"C49485",-157.748742285,21.288806273
"C54083",-157.753034508,21.289534674
"C54083",-157.753015534,21.289683344
"C40061",-157.752210091,21.284687754
"C40061",-157.752236589,21.284430722
"C24237",-157.745655111,21.286952518
"C24237",-157.745436954,21.286790766
"C38438",-157.753258921,21.292787426
"C38438",-157.753026238,21.292726045
"C45687",-157.745647087,21.286732029
"C45687",-157.745436954,21.286790766
"C31047",-157.757156056,21.290112911
"C31047",-157.757336982,21.289941829
"C48901",-157.754180097,21.284652969
"C48901",-157.754269489,21.284768851
"C47138",-157.754086725,21.289136006
"C47138",-157.754018508,21.289090763
"C7162",-157.755542201,21.29982266
"C7162",-157.755566556,21.299189337
"C4521",-157.753394269,21.287588856
"C4521",-157.753529501,21.287518512
"C52425",-157.757131056,21.290355214
"C52425",-157.757081697,21.290228488
"C35481",-157.752130969,21.290051995
"C35481",-157.75210626,21.290034933
"C24012",-157.754335086,21.291027405
"C24012",-157.754421301,21.291068245
"C43480",-157.754725407,21.295656559
"C43480",-157.754900048,21.295516871
"C40707",-157.752048311,21.290972016
"C40707",-157.752028417,21.290756095
"C33267",-157.752681629,21.280776011
"C33267",-157.752612751,21.280908994
"C48789",-157.752455038,21.285122687
"C48789",-157.752430256,21.285012092
"C21012",-157.756484273,21.297739342
"C21012",-157.756213718,21.297261052
"C56584",-157.748265735,21.289566233
"C56584",-157.748314042,21.289010533
"C25842",-157.752763089,21.28102301
"C25842",-157.752703686,21.28097851
"C25842",-157.752645393,21.280929023
"C25842",-157.752612751,21.280908994
"C44861",-157.74631926,21.28173944
"C44861",-157.746334187,21.281633362
"C28324",-157.74457832,21.292223318
"C28324",-157.744242151,21.292116019
"C35784",-157.745003401,21.280594229
"C35784",-157.744719758,21.280510499
"C35784",-157.744672444,21.280494293
"C35784",-157.744620849,21.280465978
"C35784",-157.744566043,21.280428667
"C3104",-157.753250497,21.282436668
"C3104",-157.753053575,21.282515974
"C3104",-157.752743728,21.28264014
"C27732",-157.756580853,21.298863219
"C27732",-157.756563745,21.298639334
"C39992",-157.749513402,21.283698483
"C39992",-157.749645252,21.283671131
"C39992",-157.749837338,21.283627675
"C5883",-157.747315554,21.287492492
"C5883",-157.747371286,21.287075339
"C53014",-157.748218997,21.292655608
"C53014",-157.747784235,21.292901901
"C4958",-157.752660132,21.286385297
"C4958",-157.752509572,21.285962357
"C38948",-157.748742285,21.288806273
"C38948",-157.748598736,21.288756134
"C6285",-157.746169509,21.288284036
"C6285",-157.746384014,21.288126878
"C3202",-157.755671627,21.283903024
"C3202",-157.75515476,21.283840559
"C3202",-157.754884722,21.28395101
"C3202",-157.75459117,21.284071619
"C3202",-157.754519159,21.284101063
"C34874",-157.747119434,21.290487337
"C34874",-157.74701625,21.290243438
"C49175",-157.756327379,21.300648268
"C49175",-157.756380383,21.300304365
"C5832",-157.746201965,21.28443506
"C5832",-157.746493367,21.28426067
"C3118",-157.74464175,21.288018556
"C3118",-157.744509145,21.287612297
"C54149",-157.757333964,21.286862124
"C54149",-157.757405257,21.287045489
"C42767",-157.746334187,21.281633362
"C42767",-157.746389226,21.28164544
"C42767",-157.746453786,21.28164352
"C42767",-157.746552806,21.2816235
"C42767",-157.746632494,21.281583284
"C42767",-157.746684202,21.281547057
"C42767",-157.74672946,21.281506788
"C42767",-157.746763972,21.281458435
"C42767",-157.746794189,21.281406042
"C42767",-157.746809351,21.281347576
"C42767",-157.74681806,21.281289099
"C42767",-157.746818131,21.281246745
"C42767",-157.746816049,21.281206405
"C42767",-157.746801065,21.281159994
"C42767",-157.746783929,21.28111358
"C42767",-157.746751738,21.28106311
"C42767",-157.746717378,21.281022721
"C42767",-157.74667655,21.280988372
"C42767",-157.746637872,21.280956044
"C42767",-157.746590569,21.280933788
"C42767",-157.746541104,21.280917578
"C42767",-157.746490144,21.280900023
"C27796",-157.74328136,21.287766593
"C27796",-157.743614955,21.287574489
"C4178",-157.756781409,21.290197339
"C4178",-157.756659824,21.290230239
"C24131",-157.746384014,21.288126878
"C24131",-157.746611282,21.287875248
"C54082",-157.756332282,21.291806581
"C54082",-157.756502345,21.291768225
"C5862",-157.746279813,21.282319943
"C5862",-157.746312472,21.281926522
"C5863",-157.745377026,21.28180911
"C5863",-157.745325171,21.281711934
"C7298",-157.756336489,21.298660497
"C7298",-157.756028796,21.298693757
"C34996",-157.744115018,21.287476344
"C34996",-157.74417627,21.287387937
"C24206",-157.754595416,21.298084991
"C24206",-157.754706122,21.298079695
"C28249",-157.752036836,21.290372433
"C28249",-157.752067413,21.290208557
"C39988",-157.75276773,21.289006264
"C39988",-157.752606324,21.288920729
"C19781",-157.751273642,21.290780781
"C19781",-157.751340869,21.290474316
"C19781",-157.751716408,21.289825438
"C19781",-157.751945548,21.289212647
"C19781",-157.751888388,21.288649856
"C19781",-157.751899283,21.288569198
"C19781",-157.752025017,21.288536248
"C29902",-157.747793588,21.29198197
"C29902",-157.747737198,21.292346132
"C33216",-157.744144514,21.282763077
"C33216",-157.744124991,21.282612056
"C35965",-157.747594819,21.279985348
"C35965",-157.747609042,21.280041266
"C35965",-157.747633105,21.280139718
"C35965",-157.747704108,21.280483675
"C35965",-157.747720132,21.280561299
"C35965",-157.74777075,21.28078132
"C5884",-157.746605176,21.285766623
"C5884",-157.746454285,21.285542283
"C22131",-157.75230717,21.289090577
"C22131",-157.752256113,21.289322927
"C48667",-157.745521537,21.290393045
"C48667",-157.745395272,21.290051041
"C21997",-157.754144319,21.282120781
"C21997",-157.753697084,21.282281221
"C47626",-157.747765202,21.288976128
"C47626",-157.748314042,21.289010533
"C43593",-157.743465807,21.290307327
"C43593",-157.743653476,21.289981806
"C34995",-157.754755193,21.298808654
"C34995",-157.754867975,21.298849792
"C4179",-157.755213313,21.29038235
"C4179",-157.755903156,21.290195843
"C43531",-157.752553061,21.292444121
"C43531",-157.752417641,21.292185686
"C10832",-157.747770024,21.291318027
"C10832",-157.747499894,21.291232077
"C53736",-157.744824027,21.282146202
"C53736",-157.744849871,21.282086827
"C53736",-157.744884388,21.282036457
"C53736",-157.744923205,21.281988112
"C53736",-157.744972792,21.281933731
"C53736",-157.74504606,21.281873336
"C53736",-157.745091308,21.281839117
"C53736",-157.745138699,21.281810953
"C53736",-157.745325171,21.281711934
"C18751",-157.756628023,21.29743615
"C18751",-157.75660667,21.297279164
"C7850",-157.74546187,21.291279687
"C7850",-157.745646977,21.291215569
"C22223",-157.751661665,21.28320852
"C22223",-157.751903697,21.283159564
"C22223",-157.752168509,21.283100404
"C22223",-157.752364268,21.283058563
"C49267",-157.744417765,21.285879743
"C49267",-157.744808885,21.285612618
"C7300",-157.756380383,21.300304365
"C7300",-157.756421672,21.299998666
"C45147",-157.749456076,21.283728872
"C45147",-157.749513402,21.283698483
"C35288",-157.747870837,21.291541403
"C35288",-157.74783458,21.291812076
"C34497",-157.755297865,21.287129608
"C34497",-157.755712383,21.286773131
"C8462",-157.755566172,21.281725403
"C8462",-157.754817228,21.281904135
"C36636",-157.758569335,21.275026837
"C36636",-157.75868761,21.274990811
"C11481",-157.747893813,21.290771322
"C11481",-157.748284304,21.290736519
"C11481",-157.748414891,21.29052228
"C5837",-157.745491923,21.283170424
"C5837",-157.745032808,21.282914069
"C29146",-157.752417641,21.292185686
"C29146",-157.752333694,21.29210575
"C56166",-157.745646977,21.291215569
"C56166",-157.745430873,21.29086352
"C56140",-157.74701625,21.290243438
"C56140",-157.746839041,21.289792956
"C8635",-157.748609576,21.293368308
"C8635",-157.748878435,21.292900989
"C7166",-157.755283127,21.297949501
"C7166",-157.755393932,21.297884143
"C49512",-157.747419152,21.292696023
"C49512",-157.747103523,21.292610044
"C49512",-157.747025082,21.292704691
"C49512",-157.746830217,21.292903061
"C5208",-157.755896598,21.290386943
"C5208",-157.755903156,21.290195843
"C6605",-157.756720404,21.296398069
"C6605",-157.756299268,21.296450067
"C6456",-157.755799317,21.279269287
"C6456",-157.755533398,21.279336172
"C6456",-157.755006713,21.27946214
"C6456",-157.754466436,21.279592668
"C6456",-157.754202352,21.279658413
"C6456",-157.754022012,21.279703377
"C8522",-157.757075119,21.296907176
"C8522",-157.75691633,21.296740338
"C27832",-157.754324034,21.281330647
"C27832",-157.754279635,21.281315698
"C27832",-157.754182385,21.28128979
"C40095",-157.747332599,21.286297062
"C40095",-157.74701284,21.286085616
"C36265",-157.756056754,21.288955527
"C36265",-157.756735368,21.28894826
"C7297",-157.756563745,21.298639334
"C7297",-157.756336489,21.298660497
"C25957",-157.744298806,21.290407513
"C25957",-157.743687895,21.290359726
"C4507",-157.753354688,21.289086191
"C4507",-157.75311021,21.289055097
"C56601",-157.746080922,21.294903845
"C56601",-157.746492173,21.294992555
"C48818",-157.757459941,21.282812775
"C48818",-157.757416851,21.282670573
"C48818",-157.757337985,21.282404268
"C48818",-157.757306566,21.282309333
"C35766",-157.757324874,21.296011833
"C35766",-157.756931097,21.296068493
"C30426",-157.754525704,21.299523863
"C30426",-157.754517751,21.299457466
"C30426",-157.754578245,21.299316373
"C30426",-157.754570175,21.299091611
"C34819",-157.74650253,21.289075827
"C34819",-157.746862984,21.288893539
"C30901",-157.753015534,21.289683344
"C30901",-157.752930343,21.289689327
"C10826",-157.747893813,21.290771322
"C10826",-157.747927367,21.291212755
"C31481",-157.750500417,21.281007451
"C31481",-157.750411543,21.280805153
"C31481",-157.750308767,21.280572726
"C9366",-157.745814508,21.292888908
"C9366",-157.746145592,21.292677336
"C5617",-157.753461578,21.278489969
"C5617",-157.753435681,21.278388355
"C5617",-157.753386044,21.278212075
"C5617",-157.753357171,21.278134156
"C16605",-157.757606025,21.291302713
"C16605",-157.757503649,21.290824156
"C16605",-157.757474153,21.290702512
"C3115",-157.743927998,21.289631275
"C3115",-157.744222653,21.289475551
"C7670",-157.744509145,21.287612297
"C7670",-157.744559304,21.287513463
"C41962",-157.755486486,21.291121862
"C41962",-157.75597075,21.291397901
"C440",-157.755400132,21.2929417
"C440",-157.755905131,21.2915043
"C440",-157.75597075,21.291397901
"C440",-157.756316198,21.290837767
"C440",-157.756345532,21.290611967
"C440",-157.756380732,21.290232101
"C440",-157.756115998,21.2893015
"C440",-157.755874599,21.287891767
"C440",-157.755692399,21.2874843
"C440",-157.754669798,21.286564967
"C440",-157.754287732,21.2860199
"C440",-157.751653998,21.280254767
"C35043",-157.745361687,21.28658986
"C35043",-157.745404554,21.286089914
"C43358",-157.75293495,21.290227371
"C43358",-157.752964253,21.290269805
"C38036",-157.754137912,21.295358985
"C38036",-157.754441407,21.295759784
"C38036",-157.754453885,21.295764769
"C27664",-157.754357409,21.296662056
"C27664",-157.754474287,21.296710457
"C3013",-157.752900787,21.29309268
"C3013",-157.753219447,21.293188994
"C37293",-157.744242151,21.292116019
"C37293",-157.744146183,21.2921399
"C3518",-157.752256113,21.289322927
"C3518",-157.752173418,21.289372398
"C3251",-157.7531323,21.289239057
"C3251",-157.753085322,21.289227997
