"Nodes","Elevation","MaxDepth","InitDepth","SurDepth","Aponded"
0,686.6719971,0,0,0,0
1,692.3120117,0,0,0,0
2,701.3499756,0,0,0,0
3,733.7609863,0,0,0,0
4,754.6240234,0,0,0,0
5,774.9089966,0,0,0,0
6,780.2379761,0,0,0,0
7,787.2579956,0,0,0,0
8,793.3060303,0,0,0,0
9,798.7440186,0,0,0,0
10,811.6339722,0,0,0,0
11,823.9130249,0,0,0,0
12,829.6729736,0,0,0,0
13,858.9290161,0,0,0,0
14,887.9110107,0,0,0,0
15,893.9559937,0,0,0,0
16,907.4630127,0,0,0,0
17,937.8930054,0,0,0,0
18,976.565979,0,0,0,0
19,984.0029907,0,0,0,0
20,993.1079712,0,0,0,0
21,1020.5200195,0,0,0,0
22,1069.8299561,0,0,0,0
23,1084.2600098,0,0,0,0
24,1102.5400391,0,0,0,0
25,1157.4200439,0,0,0,0
26,1185.7800293,0,0,0,0
27,1208.4000244,0,0,0,0
28,1229.1199951,0,0,0,0
29,1248.0300293,0,0,0,0
30,1268.9899902,0,0,0,0
31,1385.4699707,0,0,0,0
32,1396.9300537,0,0,0,0
33,1403.4000244,0,0,0,0
34,1419.4499512,0,0,0,0
35,1435.3399658,0,0,0,0
36,1445.5200195,0,0,0,0
37,1457.6600342,0,0,0,0
38,1480.1999512,0,0,0,0
39,1550.0999756,0,0,0,0
40,1570.9799805,0,0,0,0
41,1597.8100586,0,0,0,0
42,1610.8399658,0,0,0,0
43,1626.4100342,0,0,0,0
44,1635.1700439,0,0,0,0
45,1636.0899658,0,0,0,0
46,1636.4699707,0,0,0,0
47,1637.0699463,0,0,0,0
48,1647.8000488,0,0,0,0
49,1653.2700195,0,0,0,0
50,1657.3000488,0,0,0,0
51,1661.1099854,0,0,0,0
52,1663.4599609,0,0,0,0
53,1676.3299561,0,0,0,0
54,1683.5799561,0,0,0,0
55,1685.3499756,0,0,0,0
56,1699.4399414,0,0,0,0
57,1723.4799805,0,0,0,0
58,1746.5100098,0,0,0,0
59,1777.6400146,0,0,0,0
60,1785.7099609,0,0,0,0
61,1811.7900391,0,0,0,0
62,1818.3599854,0,0,0,0
63,1841.6800537,0,0,0,0
64,686.6719971,0,0,0,0
65,692.8920288,0,0,0,0
66,698.8179932,0,0,0,0
67,703.5570068,0,0,0,0
68,709.664978,0,0,0,0
69,718.8380127,0,0,0,0
70,721.7880249,0,0,0,0
71,726.348999,0,0,0,0
72,735.3330078,0,0,0,0
73,740.8519897,0,0,0,0
74,746.4290161,0,0,0,0
75,746.7459717,0,0,0,0
76,747.0800171,0,0,0,0
77,750.6119995,0,0,0,0
78,770.3469849,0,0,0,0
79,780.71698,0,0,0,0
80,785.8560181,0,0,0,0
81,790.6879883,0,0,0,0
82,794.6060181,0,0,0,0
83,829.3369751,0,0,0,0
84,839.2369995,0,0,0,0
85,842.3690186,0,0,0,0
86,844.1530151,0,0,0,0
87,849.8070068,0,0,0,0
88,877.1970215,0,0,0,0
89,879.2189941,0,0,0,0
90,888.7600098,0,0,0,0
91,901.8930054,0,0,0,0
92,954.1500244,0,0,0,0
93,953.9580078,0,0,0,0
94,957.3989868,0,0,0,0
95,963.5360107,0,0,0,0
96,978.7119751,0,0,0,0
97,989.5289917,0,0,0,0
98,996.2130127,0,0,0,0
99,1017.4299927,0,0,0,0
100,1024.4300537,0,0,0,0
101,1030.3699951,0,0,0,0
102,1037.9000244,0,0,0,0
103,1044.7199707,0,0,0,0
104,1049.7600098,0,0,0,0
105,1073.5100098,0,0,0,0
106,1080.9300537,0,0,0,0
107,1087.6199951,0,0,0,0
108,1120.3499756,0,0,0,0
109,1124.8199463,0,0,0,0
110,1126.1400146,0,0,0,0
111,1142.4399414,0,0,0,0
112,1144.3299561,0,0,0,0
113,1151.5699463,0,0,0,0
114,1158.7900391,0,0,0,0
115,1178.9899902,0,0,0,0
116,1210.7600098,0,0,0,0
117,1236.7199707,0,0,0,0
118,1269.8499756,0,0,0,0
119,1290.2600098,0,0,0,0
120,1344.2399902,0,0,0,0
121,1358.3199463,0,0,0,0
122,1384.9799805,0,0,0,0
123,1435.0999756,0,0,0,0
124,1453.6600342,0,0,0,0
125,1476.6600342,0,0,0,0
126,1487.4399414,0,0,0,0
127,1502.7199707,0,0,0,0
128,1510.5400391,0,0,0,0
129,1533.8299561,0,0,0,0
130,1537.4499512,0,0,0,0
131,1551.6300049,0,0,0,0
132,1558.0699463,0,0,0,0
133,1563.0600586,0,0,0,0
134,1577.7199707,0,0,0,0
135,1600.7099609,0,0,0,0
136,1618.4200439,0,0,0,0
137,1627.8100586,0,0,0,0
138,1650.2399902,0,0,0,0
139,1662.25,0,0,0,0
140,1668.9300537,0,0,0,0
141,1672.9799805,0,0,0,0
142,1697.3199463,0,0,0,0
143,1753.0300293,0,0,0,0
144,1769.8199463,0,0,0,0
145,1822.6600342,0,0,0,0
146,1831.4100342,0,0,0,0
147,1852,0,0,0,0
148,1867.4499512,0,0,0,0
149,1894.0600586,0,0,0,0
150,1901.9899902,0,0,0,0
151,1922,0,0,0,0
152,1937.1800537,0,0,0,0
153,1947.6400146,0,0,0,0
154,1969.7099609,0,0,0,0
155,1994.1999512,0,0,0,0
156,2048.6101074,0,0,0,0
157,2069.25,0,0,0,0
158,2078.1599121,0,0,0,0
159,2131.6000977,0,0,0,0
160,2160.9099121,0,0,0,0
161,520.1779785,0,0,0,0
162,523.8179932,0,0,0,0
163,525.6270142,0,0,0,0
164,528.4379883,0,0,0,0
165,537.940979,0,0,0,0
166,551.4949951,0,0,0,0
167,564.5360107,0,0,0,0
168,572.5159912,0,0,0,0
169,575.9039917,0,0,0,0
170,579.4110107,0,0,0,0
171,592.7390137,0,0,0,0
172,599.007019,0,0,0,0
173,602.6740112,0,0,0,0
174,611.8380127,0,0,0,0
175,628.1279907,0,0,0,0
176,638.2249756,0,0,0,0
177,660.4219971,0,0,0,0
178,659.9609985,0,0,0,0
179,694.8709717,0,0,0,0
180,760.8540039,0,0,0,0
181,776.4689941,0,0,0,0
182,791.3800049,0,0,0,0
183,808.0980225,0,0,0,0
184,830.1489868,0,0,0,0
185,844.1160278,0,0,0,0
186,854.8880005,0,0,0,0
187,881.5300293,0,0,0,0
188,892.9550171,0,0,0,0
189,896.2139893,0,0,0,0
190,898.6469727,0,0,0,0
191,906.3699951,0,0,0,0
192,924.4639893,0,0,0,0
193,942.9509888,0,0,0,0
194,948.1389771,0,0,0,0
195,968.3900146,0,0,0,0
196,973.2509766,0,0,0,0
197,980.0570068,0,0,0,0
198,989.4650269,0,0,0,0
199,1000.9899902,0,0,0,0
200,1007.0800171,0,0,0,0
201,1018.4500122,0,0,0,0
202,1023.4500122,0,0,0,0
203,1031.0799561,0,0,0,0
204,1031.8900146,0,0,0,0
205,1036.5100098,0,0,0,0
206,1037.8900146,0,0,0,0
207,1042.1199951,0,0,0,0
208,1044.4799805,0,0,0,0
209,1051.9200439,0,0,0,0
210,1053.5,0,0,0,0
211,1074.7700195,0,0,0,0
212,1088.0600586,0,0,0,0
213,1101.8800049,0,0,0,0
214,1115.8399658,0,0,0,0
215,1127.0699463,0,0,0,0
216,1134.9699707,0,0,0,0
217,1138.4699707,0,0,0,0
218,1135.0500488,0,0,0,0
219,1137.7399902,0,0,0,0
220,1139.9499512,0,0,0,0
221,1147.8100586,0,0,0,0
222,1157.0699463,0,0,0,0
223,1165.3699951,0,0,0,0
224,1183.3499756,0,0,0,0
225,1193.4899902,0,0,0,0
226,1206.2399902,0,0,0,0
227,1214.7399902,0,0,0,0
228,1270.7800293,0,0,0,0
229,1285.9399414,0,0,0,0
230,1301.1800537,0,0,0,0
231,1331.8499756,0,0,0,0
232,1350.1600342,0,0,0,0
233,1367.4799805,0,0,0,0
234,1378.4000244,0,0,0,0
235,1386.5999756,0,0,0,0
236,1393.1199951,0,0,0,0
237,1406.1400146,0,0,0,0
238,1444.9799805,0,0,0,0
239,1508.9599609,0,0,0,0
240,1518.2800293,0,0,0,0
241,1529.8599854,0,0,0,0
242,1534.1800537,0,0,0,0
243,1536.4899902,0,0,0,0
244,1538.3100586,0,0,0,0
245,1546.75,0,0,0,0
246,1558.6800537,0,0,0,0
247,1562.6899414,0,0,0,0
248,1575.7700195,0,0,0,0
249,1587.3599854,0,0,0,0
250,1599.9499512,0,0,0,0
251,1626.8000488,0,0,0,0
252,1641.1300049,0,0,0,0
253,1782.4499512,0,0,0,0
254,1791.4399414,0,0,0,0
255,1803.2099609,0,0,0,0
256,1811.9499512,0,0,0,0
257,1825.0600586,0,0,0,0
258,1830.7299805,0,0,0,0
259,1857.4000244,0,0,0,0
260,1874.7299805,0,0,0,0
261,1890.6099854,0,0,0,0
262,1922.1700439,0,0,0,0
263,1938.9000244,0,0,0,0
264,425.1539917,0,0,0,0
265,432.2349854,0,0,0,0
266,435.6199951,0,0,0,0
267,449.2489929,0,0,0,0
268,461.0100098,0,0,0,0
269,469.8500061,0,0,0,0
270,471.2600098,0,0,0,0
271,489.8359985,0,0,0,0
272,497.052002,0,0,0,0
273,505.8429871,0,0,0,0
274,516.4390259,0,0,0,0
275,531.1939697,0,0,0,0
276,552.3850098,0,0,0,0
277,555.9299927,0,0,0,0
278,556.9500122,0,0,0,0
279,556.625,0,0,0,0
280,561.5670166,0,0,0,0
281,564.2139893,0,0,0,0
282,567.6560059,0,0,0,0
283,584.0020142,0,0,0,0
284,586.6489868,0,0,0,0
285,587.7999878,0,0,0,0
286,589.4320068,0,0,0,0
287,597.0819702,0,0,0,0
288,597.8070068,0,0,0,0
289,601.3369751,0,0,0,0
290,606.7319946,0,0,0,0
291,622.0789795,0,0,0,0
292,627.5079956,0,0,0,0
293,630.2189941,0,0,0,0
294,653.4229736,0,0,0,0
295,667.4180298,0,0,0,0
296,679.21698,0,0,0,0
297,686.6719971,0,0,0,0
298,329.3059998,0,0,0,0
299,331.3439941,0,0,0,0
300,347.5939941,0,0,0,0
301,376.3139954,0,0,0,0
302,404.428009,0,0,0,0
303,415.7890015,0,0,0,0
304,442.6830139,0,0,0,0
305,450.6239929,0,0,0,0
306,466.6940002,0,0,0,0
307,471.355011,0,0,0,0
308,485.4379883,0,0,0,0
309,495.696991,0,0,0,0
310,497.756012,0,0,0,0
311,501.0759888,0,0,0,0
312,513.0939941,0,0,0,0
313,516.3670044,0,0,0,0
314,518.0100098,0,0,0,0
315,519.1359863,0,0,0,0
316,520.1779785,0,0,0,0
317,329.3059998,0,0,0,0
318,340.9450073,0,0,0,0
319,345.32901,0,0,0,0
320,347.2229919,0,0,0,0
321,350.8210144,0,0,0,0
322,356.7680054,0,0,0,0
323,360.072998,0,0,0,0
324,362.4289856,0,0,0,0
325,368.7739868,0,0,0,0
326,381.0350037,0,0,0,0
327,389.1470032,0,0,0,0
328,392.053009,0,0,0,0
329,398.8919983,0,0,0,0
330,404.5870056,0,0,0,0
331,410.5050049,0,0,0,0
332,417.2730103,0,0,0,0
333,421.6140137,0,0,0,0
334,425.1149902,0,0,0,0
335,425.1539917,0,0,0,0
336,242.5370026,0,0,0,0
337,245.3399963,0,0,0,0
338,267.6839905,0,0,0,0
339,276.6340027,0,0,0,0
340,280.4930115,0,0,0,0
341,279.447998,0,0,0,0
342,283.4230042,0,0,0,0
343,322.2250061,0,0,0,0
344,327.0899963,0,0,0,0
345,326.7659912,0,0,0,0
346,331.3420105,0,0,0,0
347,342.7829895,0,0,0,0
348,348.6099854,0,0,0,0
349,351.0429993,0,0,0,0
350,351.3649902,0,0,0,0
351,359.6600037,0,0,0,0
352,374.4309998,0,0,0,0
353,383.1229858,0,0,0,0
354,384.8829956,0,0,0,0
355,401.1799927,0,0,0,0
356,404.9710083,0,0,0,0
357,409.2650146,0,0,0,0
358,414.6080017,0,0,0,0
359,428.7160034,0,0,0,0
360,436.9240112,0,0,0,0
361,445.1849976,0,0,0,0
362,452.6679993,0,0,0,0
363,465.8789978,0,0,0,0
364,483.644989,0,0,0,0
365,510.8399963,0,0,0,0
366,518.5859985,0,0,0,0
367,519.940979,0,0,0,0
368,525.8549805,0,0,0,0
369,529.4879761,0,0,0,0
370,536.1929932,0,0,0,0
371,540.7769775,0,0,0,0
372,547.4719849,0,0,0,0
373,547.0380249,0,0,0,0
374,558.3359985,0,0,0,0
375,560.7260132,0,0,0,0
376,579.3770142,0,0,0,0
377,617.2050171,0,0,0,0
378,630.2109985,0,0,0,0
379,633.1259766,0,0,0,0
380,637.2600098,0,0,0,0
381,650.5679932,0,0,0,0
382,658.2940063,0,0,0,0
383,678.3049927,0,0,0,0
384,680.1389771,0,0,0,0
385,694.0960083,0,0,0,0
386,704.2269897,0,0,0,0
387,706.6119995,0,0,0,0
388,709.664978,0,0,0,0
389,710.309021,0,0,0,0
390,714.2119751,0,0,0,0
391,733.4819946,0,0,0,0
392,747.4060059,0,0,0,0
393,760.8339844,0,0,0,0
394,763.9920044,0,0,0,0
395,771.5159912,0,0,0,0
396,782.8980103,0,0,0,0
397,793.0770264,0,0,0,0
398,794.5170288,0,0,0,0
399,800.2160034,0,0,0,0
400,804.0780029,0,0,0,0
401,808.9260254,0,0,0,0
402,826.0159912,0,0,0,0
403,836.8790283,0,0,0,0
404,849.7109985,0,0,0,0
405,862.0139771,0,0,0,0
406,874.3889771,0,0,0,0
407,881.0419922,0,0,0,0
408,899.4210205,0,0,0,0
409,914.4099731,0,0,0,0
410,917.4869995,0,0,0,0
411,923.7379761,0,0,0,0
412,930.9520264,0,0,0,0
413,929.9290161,0,0,0,0
414,933.5880127,0,0,0,0
415,943.4710083,0,0,0,0
416,955.4310303,0,0,0,0
417,958.4370117,0,0,0,0
418,967.90802,0,0,0,0
419,974.0939941,0,0,0,0
420,979.7639771,0,0,0,0
421,985.4400024,0,0,0,0
422,988.1710205,0,0,0,0
423,990.1459961,0,0,0,0
424,996.5050049,0,0,0,0
425,1003.5499878,0,0,0,0
426,1004.7399902,0,0,0,0
427,1010.0599976,0,0,0,0
428,1038,0,0,0,0
429,1041.7600098,0,0,0,0
430,1050.0500488,0,0,0,0
431,1054.0200195,0,0,0,0
432,1058.7099609,0,0,0,0
433,1069.1899414,0,0,0,0
434,1076.1300049,0,0,0,0
435,1080.5799561,0,0,0,0
436,1102.4100342,0,0,0,0
437,1110.9499512,0,0,0,0
438,1112.6500244,0,0,0,0
439,1116.5,0,0,0,0
440,1119.0600586,0,0,0,0
441,1122.1800537,0,0,0,0
442,1127.3699951,0,0,0,0
443,1128.8499756,0,0,0,0
444,1140.5,0,0,0,0
445,1143.4399414,0,0,0,0
446,1147.3599854,0,0,0,0
447,1163.2299805,0,0,0,0
448,1171.75,0,0,0,0
449,1183.9699707,0,0,0,0
450,1204.2299805,0,0,0,0
451,1212.6099854,0,0,0,0
452,1225.6300049,0,0,0,0
453,1229.5600586,0,0,0,0
454,1235.9599609,0,0,0,0
455,1250.3699951,0,0,0,0
456,1257.7800293,0,0,0,0
457,1267,0,0,0,0
458,1269.8900146,0,0,0,0
459,1272.8499756,0,0,0,0
460,1275.2700195,0,0,0,0
461,1277.9599609,0,0,0,0
462,1282.3199463,0,0,0,0
463,1285.9000244,0,0,0,0
464,1290.4799805,0,0,0,0
465,1305.7600098,0,0,0,0
466,1308.4599609,0,0,0,0
467,1311.3699951,0,0,0,0
468,1317.1099854,0,0,0,0
469,1327.4300537,0,0,0,0
470,1342.0200195,0,0,0,0
471,1348.6400146,0,0,0,0
472,1354.0500488,0,0,0,0
473,1358.75,0,0,0,0
474,1361.2199707,0,0,0,0
475,1360.3000488,0,0,0,0
476,1372.9699707,0,0,0,0
477,1376.2299805,0,0,0,0
478,1381.7099609,0,0,0,0
479,1383.7900391,0,0,0,0
480,1416.8499756,0,0,0,0
481,1421.8499756,0,0,0,0
482,1427.8100586,0,0,0,0
483,1426.4000244,0,0,0,0
484,1428.1199951,0,0,0,0
485,1431.7800293,0,0,0,0
486,1434.8100586,0,0,0,0
487,1440.2199707,0,0,0,0
488,1457.1199951,0,0,0,0
489,1461.0799561,0,0,0,0
490,1465.7900391,0,0,0,0
491,1468.2199707,0,0,0,0
492,1480.7299805,0,0,0,0
493,1491.0100098,0,0,0,0
494,1493.8299561,0,0,0,0
495,1496.2700195,0,0,0,0
496,1498.9499512,0,0,0,0
497,1501.4899902,0,0,0,0
498,1504.2800293,0,0,0,0
499,1508.8299561,0,0,0,0
500,1524.3199463,0,0,0,0
501,1536.5400391,0,0,0,0
502,1543.4699707,0,0,0,0
503,1551.0300293,0,0,0,0
504,1556.2099609,0,0,0,0
505,1561.1400146,0,0,0,0
506,1569.6099854,0,0,0,0
507,1583.3900146,0,0,0,0
508,1590.9899902,0,0,0,0
509,1596.3000488,0,0,0,0
510,1607.1300049,0,0,0,0
511,1620.8499756,0,0,0,0
512,1625.7199707,0,0,0,0
513,1628.8699951,0,0,0,0
514,1635.5699463,0,0,0,0
515,1647.4000244,0,0,0,0
516,1651.0400391,0,0,0,0
517,1664.6400146,0,0,0,0
518,1668.7199707,0,0,0,0
519,1684.3900146,0,0,0,0
520,116.7440033,0,0,0,0
521,122.7269974,0,0,0,0
522,139.9369965,0,0,0,0
523,142.8419952,0,0,0,0
524,144.4539948,0,0,0,0
525,145.1589966,0,0,0,0
526,146.5650024,0,0,0,0
527,149.6710052,0,0,0,0
528,159.6150055,0,0,0,0
529,174.1660004,0,0,0,0
530,187.5200043,0,0,0,0
531,192.5720062,0,0,0,0
532,195.1029968,0,0,0,0
533,208.201004,0,0,0,0
534,217.2740021,0,0,0,0
535,222.348999,0,0,0,0
536,227.3829956,0,0,0,0
537,232.3999939,0,0,0,0
538,234.427002,0,0,0,0
539,234.2859955,0,0,0,0
540,236.6119995,0,0,0,0
541,237.7969971,0,0,0,0
542,242.5370026,0,0,0,0
543,116.7440033,0,0,0,0
544,123.7630005,0,0,0,0
545,127.973999,0,0,0,0
546,133.2619934,0,0,0,0
547,142.0630035,0,0,0,0
548,143.2819977,0,0,0,0
549,146.973999,0,0,0,0
550,151.4689941,0,0,0,0
551,155.3410034,0,0,0,0
552,155.7510071,0,0,0,0
553,156.0180054,0,0,0,0
554,156.6519928,0,0,0,0
555,159.0010071,0,0,0,0
556,166.4019928,0,0,0,0
557,172.2879944,0,0,0,0
558,174.3350067,0,0,0,0
559,175.8099976,0,0,0,0
560,176.9750061,0,0,0,0
561,178.5449982,0,0,0,0
562,181.2550049,0,0,0,0
563,185.2279968,0,0,0,0
564,186.7640076,0,0,0,0
565,188.7120056,0,0,0,0
566,190.6130066,0,0,0,0
567,190.6909943,0,0,0,0
568,191.8040009,0,0,0,0
569,193.3849945,0,0,0,0
570,195.0879974,0,0,0,0
571,196.7079926,0,0,0,0
572,196.5500031,0,0,0,0
573,200.9279938,0,0,0,0
574,202.503006,0,0,0,0
575,207.326004,0,0,0,0
576,216.6069946,0,0,0,0
577,225.1560059,0,0,0,0
578,226.3890076,0,0,0,0
579,233.677002,0,0,0,0
580,235.5090027,0,0,0,0
581,244.4279938,0,0,0,0
582,249.6829987,0,0,0,0
583,251.9160004,0,0,0,0
584,254.7519989,0,0,0,0
585,256.6300049,0,0,0,0
586,261.7640076,0,0,0,0
587,266.6849976,0,0,0,0
588,269.5350037,0,0,0,0
589,271.1130066,0,0,0,0
590,273.197998,0,0,0,0
591,274.3349915,0,0,0,0
592,274.6600037,0,0,0,0
593,278.0180054,0,0,0,0
594,287.1549988,0,0,0,0
595,290.2179871,0,0,0,0
596,290.428009,0,0,0,0
597,294.4490051,0,0,0,0
598,296.6180115,0,0,0,0
599,301.1690063,0,0,0,0
600,303.9370117,0,0,0,0
601,308.1099854,0,0,0,0
602,310.9100037,0,0,0,0
603,312.6749878,0,0,0,0
604,314.0409851,0,0,0,0
605,314.6409912,0,0,0,0
606,317.1849976,0,0,0,0
607,320.9620056,0,0,0,0
608,323.70401,0,0,0,0
609,329.3059998,0,0,0,0
610,0.98941,0,0,0,0
611,1.00603,0,0,0,0
612,1.0305901,0,0,0,0
613,1.04327,0,0,0,0
614,1.0668499,0,0,0,0
615,1.06523,0,0,0,0
616,1.0877,0,0,0,0
617,1.09879,0,0,0,0
618,1.1037101,0,0,0,0
619,1.12839,0,0,0,0
620,1.1467,0,0,0,0
621,1.14881,0,0,0,0
622,1.2089601,0,0,0,0
623,1.2434601,0,0,0,0
624,1.2769001,0,0,0,0
625,1.52837,0,0,0,0
626,1.77393,0,0,0,0
627,2.1217401,0,0,0,0
628,2.4718299,0,0,0,0
629,3.42873,0,0,0,0
630,4.1355801,0,0,0,0
631,4.9011502,0,0,0,0
632,5.2487102,0,0,0,0
633,5.1831298,0,0,0,0
634,5.5574598,0,0,0,0
635,5.0614901,0,0,0,0
636,4.9716401,0,0,0,0
637,5.0690098,0,0,0,0
638,5.0806198,0,0,0,0
639,5.2600899,0,0,0,0
640,5.5492501,0,0,0,0
641,7.12677,0,0,0,0
642,7.5124202,0,0,0,0
643,8.7021999,0,0,0,0
644,8.9247599,0,0,0,0
645,9.6518803,0,0,0,0
646,9.8718901,0,0,0,0
647,14.1463003,0,0,0,0
648,15.1327,0,0,0,0
649,15.3795004,0,0,0,0
650,16.2950001,0,0,0,0
651,16.8400002,0,0,0,0
652,17.6431999,0,0,0,0
653,18.6413994,0,0,0,0
654,18.9556999,0,0,0,0
655,19.4438,0,0,0,0
656,19.7390003,0,0,0,0
657,19.8073997,0,0,0,0
658,19.5370998,0,0,0,0
659,19.4498005,0,0,0,0
660,19.2073002,0,0,0,0
661,19.3106003,0,0,0,0
662,19.4636002,0,0,0,0
663,19.5438995,0,0,0,0
664,19.7980995,0,0,0,0
665,19.9540997,0,0,0,0
666,20.1573009,0,0,0,0
667,20.8792,0,0,0,0
668,21.5198002,0,0,0,0
669,22.4645996,0,0,0,0
670,23.0223999,0,0,0,0
671,23.6718998,0,0,0,0
672,24.3412991,0,0,0,0
673,25.4148998,0,0,0,0
674,27.1658001,0,0,0,0
675,28.8064003,0,0,0,0
676,29.9370995,0,0,0,0
677,30.6706009,0,0,0,0
678,35.7383003,0,0,0,0
679,37.0741997,0,0,0,0
680,37.4599991,0,0,0,0
681,36.2220993,0,0,0,0
682,37.3569984,0,0,0,0
683,37.209301,0,0,0,0
684,43.2700996,0,0,0,0
685,51.8115997,0,0,0,0
686,53.1636009,0,0,0,0
687,54.7571983,0,0,0,0
688,55.0665016,0,0,0,0
689,55.6735992,0,0,0,0
690,56.2984009,0,0,0,0
691,56.3773994,0,0,0,0
692,55.9416008,0,0,0,0
693,55.5750008,0,0,0,0
694,58.1869011,0,0,0,0
695,58.7092018,0,0,0,0
696,59.1567993,0,0,0,0
697,60.0643005,0,0,0,0
698,62.3807983,0,0,0,0
699,63.1352005,0,0,0,0
700,69.7413025,0,0,0,0
701,71.7101974,0,0,0,0
702,74.0608978,0,0,0,0
703,74.8432999,0,0,0,0
704,76.2686005,0,0,0,0
705,78.030899,0,0,0,0
706,79.4494019,0,0,0,0
707,80.017601,0,0,0,0
708,80.3809967,0,0,0,0
709,81.3595963,0,0,0,0
710,86.5882034,0,0,0,0
711,89.185997,0,0,0,0
712,89.9231033,0,0,0,0
713,92.7725983,0,0,0,0
714,94.202301,0,0,0,0
715,95.0626984,0,0,0,0
716,95.7538986,0,0,0,0
717,96.8059998,0,0,0,0
718,99.9442978,0,0,0,0
719,101.7300034,0,0,0,0
720,106.7799988,0,0,0,0
721,107.4499969,0,0,0,0
722,110.6529999,0,0,0,0
723,115.7139969,0,0,0,0
724,115.4300003,0,0,0,0
725,116.7440033,0,0,0,0
726,0.98941,0,0,0,0
727,0.920139,0,0,0,0
728,0.631559,0,0,0,0
729,0.599879,0,0,0,0
730,0.568792,0,0,0,0
731,0.440798,0,0,0,0
732,0.410435,0,0,0,0
733,0.245651,0,0,0,0
734,0.114976,0,0,0,0
735,0.100434,0,0,0,0
736,0.0723063,0,0,0,0
737,0.0306317,0,0,0,0
738,0.0266707,0,0,0,0
739,0.0242848,0,0,0,0
740,0.023292,0,0,0,0
741,0.0191633,0,0,0,0
742,0.0164684,0,0,0,0
743,0.0151299,0,0,0,0
744,0.0038674,0,0,0,0
745,0.0038158,0,0,0,0
746,0.004413,0,0,0,0
747,0.0097121,0,0,0,0
748,0.0129953,0,0,0,0
749,0.0235102,0,0,0,0
750,0.0295425,0,0,0,0
751,0.043241,0,0,0,0
752,0.056317,0,0,0,0
753,0.070896,0,0,0,0
754,0.165817,0,0,0,0
755,0.190433,0,0,0,0
756,0.227236,0,0,0,0
757,0.287335,0,0,0,0
758,0.32067,0,0,0,0
759,0.346379,0,0,0,0
760,0.562675,0,0,0,0
761,0.630449,0,0,0,0
762,0.684501,0,0,0,0
763,0.73206,0,0,0,0
764,0.765528,0,0,0,0
765,0.795215,0,0,0,0
766,0.835898,0,0,0,0
767,0.880288,0,0,0,0
768,0.922411,0,0,0,0
769,0.951177,0,0,0,0
770,0.980009,0,0,0,0
771,0.98941,0,0,0,0
