"name","elevation","maxdepth","initdepth","surdepth","aponded"
1259,8.3544149,0,0,0,0
1260,8.2678986,0,0,0,0
1261,8.2154427,0,0,0,0
1262,64.9244232,0,0,0,0
1263,64.6763382,0,0,0,0
1264,61.4112778,0,0,0,0
1265,59.2881584,0,0,0,0
1266,59.2861404,0,0,0,0
1267,651.0258179,0,0,0,0
1268,639.6109619,0,0,0,0
1269,311.6178894,0,0,0,0
1270,308.5835876,0,0,0,0
1271,154.0666962,0,0,0,0
1272,140.9031219,0,0,0,0
1273,219.83992,0,0,0,0
1274,217.3141937,0,0,0,0
1275,306.1242065,0,0,0,0
1276,309.6018066,0,0,0,0
1277,312.0245972,0,0,0,0
1278,313.2312927,0,0,0,0
1279,318.2373047,0,0,0,0
1280,321.1408081,0,0,0,0
1281,324.1157837,0,0,0,0
1282,326.1460266,0,0,0,0
1283,328.1975098,0,0,0,0
1284,328.6977539,0,0,0,0
1285,333.6875,0,0,0,0
1286,332.6550598,0,0,0,0
1287,84.573761,0,0,0,0
1288,91.1517792,0,0,0,0
1289,335.4857788,0,0,0,0
1290,340.76651,0,0,0,0
1291,310.0631409,0,0,0,0
1292,306.8230591,0,0,0,0
1293,360.1364136,0,0,0,0
1294,355.5557251,0,0,0,0
1295,0.1141437,0,0,0,0
1296,0.1984408,0,0,0,0
1297,0.4710176,0,0,0,0
1298,0.7173496,0,0,0,0
1299,247.8991394,0,0,0,0
1300,242.2092133,0,0,0,0
1301,23.7715874,0,0,0,0
1302,23.753952,0,0,0,0
1303,23.7538395,0,0,0,0
1304,23.7642498,0,0,0,0
1305,74.1049118,0,0,0,0
1306,77.0980682,0,0,0,0
1307,205.3205414,0,0,0,0
1308,190.1393433,0,0,0,0
1309,902.5,0,0,0,0
1310,901.3937988,0,0,0,0
1311,901.321167,0,0,0,0
1312,850.2062378,0,0,0,0
1313,835.1459351,0,0,0,0
1314,353.6921387,0,0,0,0
1315,344.2142944,0,0,0,0
1316,374.6387939,0,0,0,0
1317,368.258606,0,0,0,0
1318,99.8310318,0,0,0,0
1319,89.8419724,0,0,0,0
1320,165.4967346,0,0,0,0
1321,173.2007294,0,0,0,0
1322,221.8617859,0,0,0,0
1323,213.2017212,0,0,0,0
1324,239.712677,0,0,0,0
1325,234.8934937,0,0,0,0
1326,162.9010315,0,0,0,0
1327,148.7293854,0,0,0,0
1328,0.9032624,0,0,0,0
1329,0.3907967,0,0,0,0
1330,-0.2924904,0,0,0,0
1331,-0.57279,0,0,0,0
1332,281.1215515,0,0,0,0
1333,277.8779297,0,0,0,0
1334,548.0846558,0,0,0,0
1335,550.1771851,0,0,0,0
1336,744.6720581,0,0,0,0
1337,747.9537354,0,0,0,0
1338,798.4887085,0,0,0,0
1339,787.4221802,0,0,0,0
1340,846.0178223,0,0,0,0
1341,819.529541,0,0,0,0
1342,42.2230759,0,0,0,0
1343,36.6072998,0,0,0,0
1344,31.5770054,0,0,0,0
1345,29.8941021,0,0,0,0
1346,18.1219234,0,0,0,0
1347,14.3737431,0,0,0,0
1348,693.3922729,0,0,0,0
1349,684.8127441,0,0,0,0
1350,8.6956797,0,0,0,0
1351,0.8743212,0,0,0,0
1352,132.4785767,0,0,0,0
1353,131.4231567,0,0,0,0
1354,132.4132233,0,0,0,0
1355,128.6104889,0,0,0,0
1356,124.6694794,0,0,0,0
1357,121.4125671,0,0,0,0
1358,117.9717102,0,0,0,0
1359,114.125061,0,0,0,0
1360,110.063324,0,0,0,0
1361,105.7920151,0,0,0,0
1362,102.3117828,0,0,0,0
1363,100.2318344,0,0,0,0
1364,98.2787094,0,0,0,0
1365,96.1900711,0,0,0,0
1366,94.119812,0,0,0,0
1367,92.0222931,0,0,0,0
1368,90.4321365,0,0,0,0
1369,89.2025146,0,0,0,0
1370,88.0331268,0,0,0,0
1371,87.4543152,0,0,0,0
1372,87.1940613,0,0,0,0
1373,86.8724442,0,0,0,0
1374,220.1118622,0,0,0,0
1375,208.6073608,0,0,0,0
1376,204.6843719,0,0,0,0
1377,201.893158,0,0,0,0
1378,199.4438934,0,0,0,0
1379,196.6973114,0,0,0,0
1380,194.2966309,0,0,0,0
1381,192.2043762,0,0,0,0
1382,191.1495819,0,0,0,0
1383,188.5572662,0,0,0,0
1384,277.5348816,0,0,0,0
1385,275.7998962,0,0,0,0
1386,273.6506348,0,0,0,0
1387,246.1431732,0,0,0,0
1388,75.5082092,0,0,0,0
1389,75.5908051,0,0,0,0
1390,203.111496,0,0,0,0
1391,203.4508514,0,0,0,0
1392,91.165596,0,0,0,0
1393,108.4111938,0,0,0,0
1394,244.7368927,0,0,0,0
1395,242.2092133,0,0,0,0
1396,21.0959816,0,0,0,0
1397,19.8049946,0,0,0,0
1398,73.4105682,0,0,0,0
1399,74.9119339,0,0,0,0
1400,286.7198792,0,0,0,0
1401,296.9622803,0,0,0,0
1402,79.0112457,0,0,0,0
1403,72.7953796,0,0,0,0
1404,68.1122818,0,0,0,0
1405,66.4496078,0,0,0,0
1406,49.727787,0,0,0,0
1407,47.9570122,0,0,0,0
1408,118.2833939,0,0,0,0
1409,79.0112457,0,0,0,0
1410,181.593338,0,0,0,0
1411,178.4093628,0,0,0,0
1412,298.3757019,0,0,0,0
1413,289.3863831,0,0,0,0
1414,33.1572952,0,0,0,0
1415,34.2629662,0,0,0,0
1416,35.3249817,0,0,0,0
1417,16.0661526,0,0,0,0
1418,15.5728598,0,0,0,0
1419,819.529541,0,0,0,0
1420,848.1142578,0,0,0,0
1421,238.9149323,0,0,0,0
1422,234.7823029,0,0,0,0
1423,242.2020416,0,0,0,0
1424,228.6725159,0,0,0,0
1425,244.6771545,0,0,0,0
1426,223.3701324,0,0,0,0
1427,248.6506653,0,0,0,0
1428,219.83992,0,0,0,0
1429,251.8365173,0,0,0,0
1430,253.0120697,0,0,0,0
1431,254.0443573,0,0,0,0
1432,254.7085724,0,0,0,0
1433,159.4950104,0,0,0,0
1434,158.6560059,0,0,0,0
1435,153.9697723,0,0,0,0
1436,148.3714447,0,0,0,0
1437,142.9537811,0,0,0,0
1438,134.6597595,0,0,0,0
1439,127.568985,0,0,0,0
1440,140.0964508,0,0,0,0
1441,132.4132233,0,0,0,0
1442,715.5618896,0,0,0,0
1443,715.354248,0,0,0,0
1444,2.7356467,0,0,0,0
1445,2.6014118,0,0,0,0
1446,148.497345,0,0,0,0
1447,143.5424805,0,0,0,0
1448,72.3444366,0,0,0,0
1449,73.8642731,0,0,0,0
1450,80.6536789,0,0,0,0
1451,87.7506561,0,0,0,0
1452,90.6015091,0,0,0,0
1453,122.4254074,0,0,0,0
1454,126.6620941,0,0,0,0
1455,262.6225891,0,0,0,0
1456,216.9528351,0,0,0,0
1457,114.218689,0,0,0,0
1458,93.0160065,0,0,0,0
1459,48.9361534,0,0,0,0
1460,28.0249901,0,0,0,0
1461,16.0687618,0,0,0,0
1462,16.6261158,0,0,0,0
1463,17.1871662,0,0,0,0
1464,5.6096578,0,0,0,0
1465,5.0817208,0,0,0,0
1466,3.3678114,0,0,0,0
1467,2.5822232,0,0,0,0
1468,2.2898369,0,0,0,0
1469,9.159936,0,0,0,0
1470,9.0609407,0,0,0,0
1471,6.0099063,0,0,0,0
1472,5.866004,0,0,0,0
1473,9.6435032,0,0,0,0
1474,9.6226788,0,0,0,0
1475,508.8847351,0,0,0,0
1476,508.3041687,0,0,0,0
1477,604.1726685,0,0,0,0
1478,608.647644,0,0,0,0
1479,548.826355,0,0,0,0
1480,543.7454224,0,0,0,0
1481,748.6958618,0,0,0,0
1482,733.8273315,0,0,0,0
1483,803.6734619,0,0,0,0
1484,798.4320679,0,0,0,0
1485,86.7168579,0,0,0,0
1486,84.7847595,0,0,0,0
1487,320.6395264,0,0,0,0
1488,320.4136963,0,0,0,0
1489,318.4325256,0,0,0,0
1490,316.4624634,0,0,0,0
1491,314.0475159,0,0,0,0
1492,311.0397644,0,0,0,0
1493,114.3025818,0,0,0,0
1494,109.0718307,0,0,0,0
1495,122.4254074,0,0,0,0
1496,119.4777908,0,0,0,0
1497,95.8736954,0,0,0,0
1498,95.0606995,0,0,0,0
1499,43.7619934,0,0,0,0
1500,44.4570274,0,0,0,0
1501,45.0578499,0,0,0,0
1502,25.0811825,0,0,0,0
1503,24.3655033,0,0,0,0
1504,45.0578499,0,0,0,0
1505,44.1281586,0,0,0,0
1506,42.6727295,0,0,0,0
1507,176.2546692,0,0,0,0
1508,164.1237488,0,0,0,0
1509,106.3167419,0,0,0,0
1510,114.3739166,0,0,0,0
1511,116.3659973,0,0,0,0
1512,118.1877823,0,0,0,0
1513,118.2833939,0,0,0,0
1514,132.8929291,0,0,0,0
1515,110.4179916,0,0,0,0
1516,112.7371826,0,0,0,0
1517,160.8286591,0,0,0,0
1518,156.2058411,0,0,0,0
1519,94.5943375,0,0,0,0
1520,99.5694733,0,0,0,0
1521,319.386261,0,0,0,0
1522,295.9533386,0,0,0,0
1523,439.9310608,0,0,0,0
1524,430.9605103,0,0,0,0
1525,2.7356467,0,0,0,0
1526,1.596704,0,0,0,0
1527,1.4479643,0,0,0,0
1528,1.1843601,0,0,0,0
1529,1.1018652,0,0,0,0
1530,18.1219234,0,0,0,0
1531,17.9252033,0,0,0,0
1532,9.3367062,0,0,0,0
1533,8.774724,0,0,0,0
1534,8.3102713,0,0,0,0
1535,550.7254639,0,0,0,0
1536,537.4377441,0,0,0,0
1537,537.4377441,0,0,0,0
1538,529.0628052,0,0,0,0
1539,608.647644,0,0,0,0
1540,550.1771851,0,0,0,0
1541,601.6948242,0,0,0,0
1542,630.2443848,0,0,0,0
1543,901.0957031,0,0,0,0
1544,888.7700806,0,0,0,0
1545,14.7046671,0,0,0,0
1546,14.341588,0,0,0,0
1547,25.6292057,0,0,0,0
1548,25.4033737,0,0,0,0
1549,65.2907639,0,0,0,0
1550,66.9922943,0,0,0,0
1551,-0.3696514,0,0,0,0
1552,-0.4588749,0,0,0,0
1553,26.6321735,0,0,0,0
1554,22.6511364,0,0,0,0
1555,20.5123692,0,0,0,0
1556,53.7866783,0,0,0,0
1557,51.0022049,0,0,0,0
1558,74.7302704,0,0,0,0
1559,72.3444366,0,0,0,0
1560,120.1064987,0,0,0,0
1561,116.1678238,0,0,0,0
1562,109.1242599,0,0,0,0
1563,106.4953003,0,0,0,0
1564,193.2521973,0,0,0,0
1565,180.6899261,0,0,0,0
1566,27.5390625,0,0,0,0
1567,27.5080605,0,0,0,0
1568,407.5462036,0,0,0,0
1569,386.81073,0,0,0,0
1570,364.4259949,0,0,0,0
1571,364.1392212,0,0,0,0
1572,351.2891541,0,0,0,0
1573,350.7389221,0,0,0,0
1574,70.6048355,0,0,0,0
1575,68.5715027,0,0,0,0
1576,65.0773544,0,0,0,0
1577,919.5452271,0,0,0,0
1578,905.6995239,0,0,0,0
1579,550.1771851,0,0,0,0
1580,565.0280151,0,0,0,0
1581,874.9882813,0,0,0,0
1582,871.1949463,0,0,0,0
1583,854.4760132,0,0,0,0
1584,869.0491333,0,0,0,0
1585,-0.4588749,0,0,0,0
1586,-0.4787516,0,0,0,0
1587,-0.3714664,0,0,0,0
1588,2.6397309,0,0,0,0
1589,1.6801,0,0,0,0
1590,0.9032624,0,0,0,0
1591,2.8678346,0,0,0,0
1592,2.7356467,0,0,0,0
1593,275.4275208,0,0,0,0
1594,268.8782349,0,0,0,0
1595,268.8782349,0,0,0,0
1596,272.190979,0,0,0,0
1597,5.1808844,0,0,0,0
1598,5.1652861,0,0,0,0
1599,4.9920168,0,0,0,0
1600,4.9141059,0,0,0,0
1601,84.705246,0,0,0,0
1602,86.4444733,0,0,0,0
1603,162.6614075,0,0,0,0
1604,155.6502686,0,0,0,0
1605,111.8390808,0,0,0,0
1606,110.4179916,0,0,0,0
1607,92.0712509,0,0,0,0
1608,84.3186111,0,0,0,0
1609,84.1361008,0,0,0,0
1610,86.7726746,0,0,0,0
1611,89.2656784,0,0,0,0
1612,94.6749496,0,0,0,0
1613,493.3461304,0,0,0,0
1614,458.1747437,0,0,0,0
1615,124.940155,0,0,0,0
1616,122.0330887,0,0,0,0
1617,362.3227844,0,0,0,0
1618,353.4157104,0,0,0,0
1619,345.3982849,0,0,0,0
1620,337.8913574,0,0,0,0
1621,331.0361938,0,0,0,0
1622,322.588562,0,0,0,0
1623,313.5664978,0,0,0,0
1624,576.8244019,0,0,0,0
1625,576.1517944,0,0,0,0
1626,368.258606,0,0,0,0
1627,353.2647095,0,0,0,0
1628,36.9450111,0,0,0,0
1629,35.3249817,0,0,0,0
1630,83.8693619,0,0,0,0
1631,75.7595062,0,0,0,0
1632,73.8724213,0,0,0,0
1633,67.0940781,0,0,0,0
1634,65.7481232,0,0,0,0
1635,64.9244232,0,0,0,0
1636,49.3468666,0,0,0,0
1637,47.004982,0,0,0,0
1638,46.5181198,0,0,0,0
1639,125.4314423,0,0,0,0
1640,120.4241486,0,0,0,0
1641,116.0847092,0,0,0,0
1642,111.5819168,0,0,0,0
1643,111.2386932,0,0,0,0
1644,386.5483398,0,0,0,0
1645,385.7644958,0,0,0,0
1646,80.404129,0,0,0,0
1647,76.5384521,0,0,0,0
1648,109.0718307,0,0,0,0
1649,103.7083664,0,0,0,0
1650,166.5004883,0,0,0,0
1651,178.3295593,0,0,0,0
1652,230.598053,0,0,0,0
1653,221.8617859,0,0,0,0
1654,224.9339294,0,0,0,0
1655,196.0427246,0,0,0,0
1656,200.2841644,0,0,0,0
1657,189.028244,0,0,0,0
1658,120.2669983,0,0,0,0
1659,123.6320114,0,0,0,0
1660,91.0726318,0,0,0,0
1661,87.6002426,0,0,0,0
1662,17.8062801,0,0,0,0
1663,17.1871662,0,0,0,0
1664,7.444057,0,0,0,0
1665,6.6520376,0,0,0,0
1666,6.0761642,0,0,0,0
1667,5.6096578,0,0,0,0
1668,9.9397955,0,0,0,0
1669,9.7823019,0,0,0,0
1670,9.4926586,0,0,0,0
1671,321.3963623,0,0,0,0
1672,333.8263245,0,0,0,0
1673,357.1105652,0,0,0,0
1674,351.2891541,0,0,0,0
1675,29.9408855,0,0,0,0
1676,31.4766293,0,0,0,0
1677,16.0661526,0,0,0,0
1678,14.3400927,0,0,0,0
1679,11.2610493,0,0,0,0
1680,9.4753103,0,0,0,0
1681,884.7006836,0,0,0,0
1682,883.494812,0,0,0,0
1683,894.600708,0,0,0,0
1684,901.0957031,0,0,0,0
1685,832.038269,0,0,0,0
1686,791.3601685,0,0,0,0
1687,711.8105469,0,0,0,0
1688,693.5947266,0,0,0,0
1689,693.5947266,0,0,0,0
1690,684.8127441,0,0,0,0
1691,122.4904709,0,0,0,0
1692,120.567276,0,0,0,0
1693,118.6592255,0,0,0,0
1694,116.964386,0,0,0,0
1695,116.6329803,0,0,0,0
1696,116.634346,0,0,0,0
1697,116.8460464,0,0,0,0
1698,116.950798,0,0,0,0
1699,111.8927994,0,0,0,0
1700,111.1322479,0,0,0,0
1701,111.1082153,0,0,0,0
1702,111.9866867,0,0,0,0
1703,112.8106308,0,0,0,0
1704,113.3710327,0,0,0,0
1705,113.0610275,0,0,0,0
1706,111.2311707,0,0,0,0
1707,110.3857956,0,0,0,0
1708,109.1221008,0,0,0,0
1709,107.3295822,0,0,0,0
1710,103.7561264,0,0,0,0
1711,181.2241211,0,0,0,0
1712,175.5619965,0,0,0,0
1713,173.1382141,0,0,0,0
1714,170.602417,0,0,0,0
1715,162.6614075,0,0,0,0
1716,63.9797096,0,0,0,0
1717,52.0480766,0,0,0,0
1718,49.6326065,0,0,0,0
1719,49.3468666,0,0,0,0
1720,66.9922943,0,0,0,0
1721,84.1361008,0,0,0,0
1722,100.2136612,0,0,0,0
1723,90.3660202,0,0,0,0
1724,328.6977539,0,0,0,0
1725,329.4315796,0,0,0,0
1726,329.3133545,0,0,0,0
1727,325.5830383,0,0,0,0
1728,318.162262,0,0,0,0
1729,312.5840149,0,0,0,0
1730,307.3653259,0,0,0,0
1731,156.5198059,0,0,0,0
1732,155.59198,0,0,0,0
1733,154.6835327,0,0,0,0
1734,151.661972,0,0,0,0
1735,10.1241045,0,0,0,0
1736,9.9397955,0,0,0,0
1737,248.2855072,0,0,0,0
1738,249.9453125,0,0,0,0
1739,245.1587524,0,0,0,0
1740,244.7368927,0,0,0,0
1741,247.1785889,0,0,0,0
1742,244.7368927,0,0,0,0
1743,25.1544132,0,0,0,0
1744,24.5856285,0,0,0,0
1745,61.1761589,0,0,0,0
1746,66.4496078,0,0,0,0
1747,180.5062866,0,0,0,0
1748,198.2816772,0,0,0,0
1749,181.8950348,0,0,0,0
1750,176.2546692,0,0,0,0
1751,160.8286591,0,0,0,0
1752,178.5333099,0,0,0,0
1753,54.0859451,0,0,0,0
1754,47.9611588,0,0,0,0
1755,171.0989532,0,0,0,0
1756,160.8286591,0,0,0,0
1757,222.765686,0,0,0,0
1758,203.4508514,0,0,0,0
1759,243.4779205,0,0,0,0
1760,236.7988281,0,0,0,0
1761,27.8578854,0,0,0,0
1762,24.5702782,0,0,0,0
1763,47.9570122,0,0,0,0
1764,38.8959389,0,0,0,0
1765,299.3371277,0,0,0,0
1766,288.350647,0,0,0,0
1767,-1.1177342,0,0,0,0
1768,-1.194707,0,0,0,0
1769,15.9842005,0,0,0,0
1770,16.1092854,0,0,0,0
1771,16.0687618,0,0,0,0
1772,319.5589905,0,0,0,0
1773,327.1823425,0,0,0,0
1774,9.4753103,0,0,0,0
1775,8.2311878,0,0,0,0
1776,7.5244365,0,0,0,0
1777,6.9285641,0,0,0,0
1778,8.4980001,0,0,0,0
1779,8.3544149,0,0,0,0
1780,356.6914978,0,0,0,0
1781,324.0354004,0,0,0,0
1782,577.7901001,0,0,0,0
1783,576.8244019,0,0,0,0
1784,74.6915588,0,0,0,0
1785,70.6048355,0,0,0,0
1786,678.0291748,0,0,0,0
1787,684.8127441,0,0,0,0
1788,28.4455185,0,0,0,0
1789,25.6292057,0,0,0,0
1790,153.7476959,0,0,0,0
1791,158.8393555,0,0,0,0
1792,164.7286987,0,0,0,0
1793,170.5910034,0,0,0,0
1794,176.8777466,0,0,0,0
1795,182.2795105,0,0,0,0
1796,185.7590332,0,0,0,0
1797,187.6151276,0,0,0,0
1798,199.1412201,0,0,0,0
1799,206.7766113,0,0,0,0
1800,127.568985,0,0,0,0
1801,125.4314423,0,0,0,0
1802,385.7644958,0,0,0,0
1803,313.2351379,0,0,0,0
1804,309.8684387,0,0,0,0
1805,308.8115234,0,0,0,0
1806,306.1242065,0,0,0,0
1807,272.190979,0,0,0,0
1808,286.7198792,0,0,0,0
1809,95.204361,0,0,0,0
1810,118.2833939,0,0,0,0
1811,82.3617249,0,0,0,0
1812,84.573761,0,0,0,0
1813,95.6507568,0,0,0,0
1814,92.0712509,0,0,0,0
1815,200.2841644,0,0,0,0
1816,151.8325195,0,0,0,0
1817,133.3272247,0,0,0,0
1818,125.6902695,0,0,0,0
1819,125.6902695,0,0,0,0
1820,126.9288101,0,0,0,0
1821,124.8920822,0,0,0,0
1822,120.1064987,0,0,0,0
1823,344.78302,0,0,0,0
1824,336.1963501,0,0,0,0
1825,266.990448,0,0,0,0
1826,255.1065216,0,0,0,0
1827,313.5664978,0,0,0,0
1828,308.9689026,0,0,0,0
1829,305.1313477,0,0,0,0
1830,301.8236389,0,0,0,0
1831,299.5533142,0,0,0,0
1832,299.3371277,0,0,0,0
1833,746.8453369,0,0,0,0
1834,716.6415405,0,0,0,0
1835,279.0898743,0,0,0,0
1836,278.0105896,0,0,0,0
1837,16.7271137,0,0,0,0
1838,16.8238297,0,0,0,0
1839,678.8563232,0,0,0,0
1840,651.0258179,0,0,0,0
1841,639.6109619,0,0,0,0
1842,601.6948242,0,0,0,0
1843,912.0188599,0,0,0,0
1844,904.2127686,0,0,0,0
1845,303.0101013,0,0,0,0
1846,296.7024536,0,0,0,0
1847,276.264801,0,0,0,0
1848,278.9721985,0,0,0,0
1849,282.1740112,0,0,0,0
1850,177.0779419,0,0,0,0
1851,182.9736938,0,0,0,0
1852,181.9853058,0,0,0,0
1853,302.9248047,0,0,0,0
1854,279.5478516,0,0,0,0
1855,278.2554932,0,0,0,0
1856,304.5238037,0,0,0,0
1857,299.3371277,0,0,0,0
1858,373.5765686,0,0,0,0
1859,362.3227844,0,0,0,0
1860,166.8281555,0,0,0,0
1861,165.4967346,0,0,0,0
1862,165.4967346,0,0,0,0
1863,166.1932831,0,0,0,0
1864,208.0197296,0,0,0,0
1865,207.4629974,0,0,0,0
