"node","x","y"
"J315",-157.752916947,21.290894272
"J379",-157.75179797,21.284027812
"J375",-157.751971547,21.283858961
"J417",-157.749385729,21.284077801
"J416",-157.749456076,21.283728872
"J246",-157.754252928,21.289208321
"J242",-157.754281003,21.289105925
"J17",-157.75758361,21.292136738
"J16",-157.757606025,21.291302713
"J664",-157.743687895,21.290359726
"J669",-157.743465807,21.290307327
"J486",-157.747499894,21.291232077
"J516",-157.746865288,21.29091458
"J433",-157.748737145,21.289221219
"J435",-157.748713694,21.289129407
"J641",-157.7445307,21.292461594
"J637",-157.74457832,21.292223318
"J593",-157.745640182,21.280727849
"J620",-157.745003401,21.280594229
"J272",-157.753800538,21.279757097
"J261",-157.754022012,21.279703377
"J626",-157.744808885,21.285612618
"J616",-157.745086743,21.285254766
"J106",-157.756259623,21.293562189
"J133",-157.755865471,21.293447218
"J128",-157.755903156,21.290195843
"J124",-157.755955155,21.290057134
"J355",-157.752278061,21.289370295
"J356",-157.752256113,21.289322927
"J516",-157.746865288,21.29091458
"J523",-157.746788713,21.291012669
"J174",-157.755313529,21.300695924
"J164",-157.755436044,21.300597824
"J278",-157.753629678,21.282265517
"J291",-157.753335429,21.282364101
"J263",-157.753984666,21.280966422
"J270",-157.753820412,21.280610177
"J273",-157.753788901,21.28586351
"J264",-157.753962831,21.286144024
"J538",-157.746492173,21.294992555
"J522",-157.746789925,21.294867465
"J277",-157.753688169,21.28748453
"J282",-157.753529501,21.287518512
"J334",-157.752606324,21.288920729
"J338",-157.752471376,21.288820349
"J235",-157.75439635,21.298692895
"J227",-157.754472743,21.298880054
"J367",-157.752085474,21.287637521
"J360",-157.752204528,21.287459257
"J275",-157.75370813,21.296056052
"J238",-157.754356824,21.296664458
"J377",-157.751932169,21.286760008
"J330",-157.752661841,21.2863879765
"J298",-157.753168237,21.287947127
"J320",-157.752847975,21.287786513
"J196",-157.754762667,21.299111717
"J195",-157.754774602,21.298942475
"J639",-157.744566043,21.280428667
"J661",-157.744107122,21.279255192
"J311",-157.752939148,21.289033982
"J323",-157.75276773,21.289006264
"J630",-157.744746807,21.288294626
"J634",-157.74464175,21.288018556
"J43",-157.757197702,21.284657299
"J26",-157.757412641,21.284562873
"J37",-157.757301107,21.288982999
"J40",-157.757225476,21.28897962
"J294",-157.753267666,21.277988832
"J345",-157.752408021,21.276786144
"J565",-157.746046858,21.295301115
"J515",-157.746874724,21.295373299
"J473",-157.747784235,21.292901901
"J487",-157.747499073,21.292625161
"J532",-157.746611282,21.287875248
"J541",-157.74643571,21.287374972
"J320",-157.752847975,21.287786513
"J342",-157.752424834,21.287452337
"J205",-157.754667712,21.285514156
"J253",-157.754149741,21.285715818
"J185",-157.755036306,21.295494983
"J171",-157.755327207,21.295458662
"J628",-157.744786699,21.282546061
"J625",-157.744824027,21.282146202
"J337",-157.752509572,21.285962357
"J344",-157.752413471,21.285687228
"J434",-157.748734676,21.282679121
"J462",-157.747951067,21.281801849
"J563",-157.746090101,21.291754739
"J583",-157.745733164,21.291604192
"J543",-157.746393481,21.285427849
"J521",-157.74680683,21.285206883
"J146",-157.755675688,21.287469277
"J170",-157.75536528,21.287744605
"J406",-157.75003954,21.279987938
"J409",-157.749805778,21.279493079
"J528",-157.746711109,21.293556749
"J508",-157.747069975,21.293551143
"J139",-157.755789182,21.287700743
"J103",-157.756313097,21.28741244
"J68",-157.756714712,21.298950774
"J81",-157.756580853,21.298863219
"J203",-157.754693077,21.289033665
"J242",-157.754281003,21.289105925
"J70",-157.756706373,21.276681027
"J75",-157.756629455,21.276348054
"J158",-157.755541537,21.288620429
"J183",-157.755068882,21.288913455
"J581",-157.745758176,21.284474121
"J555",-157.746201965,21.28443506
"J514",-157.746895485,21.283949935
"J526",-157.746765339,21.283879631
"J314",-157.752923595,21.291310052
"J318",-157.752883599,21.290855682
"J294",-157.753267666,21.277988832
"J287",-157.753357171,21.278134156
"J138",-157.755794732,21.28670959
"J127",-157.75592082,21.286838128
"J354",-157.752283835,21.287458794
"J360",-157.752204528,21.287459257
"J425",-157.74915253,21.290485726
"J423",-157.749189165,21.290018563
"J132",-157.755877124,21.291584017
"J100",-157.756332282,21.291806581
"J302",-157.75311021,21.289055097
"J303",-157.753085322,21.289227997
"J192",-157.754797185,21.294664252
"J182",-157.755183469,21.294617746
"J217",-157.754568672,21.299897217
"J221",-157.754528374,21.299546155
"J15",-157.75760972,21.287967829
"J25",-157.757445929,21.287990774
"J499",-157.747272082,21.284187592
"J514",-157.746895485,21.283949935
"J596",-157.74553152,21.290734874
"J602",-157.745458101,21.290397902
"J253",-157.754149741,21.285715818
"J273",-157.753788901,21.28586351
"J500",-157.7472713,21.293364524
"J473",-157.747784235,21.292901901
"J259",-157.754046003,21.280510716
"J270",-157.753820412,21.280610177
"J109",-157.756180552,21.289528421
"J84",-157.756550353,21.289373784
"J91",-157.756408149,21.275412352
"J110",-157.756176609,21.274450354
"J188",-157.754900048,21.295516871
"J185",-157.755036306,21.295494983
"J633",-157.744668977,21.292416364
"J637",-157.74457832,21.292223318
"J121",-157.755984887,21.288541539
"J149",-157.755660904,21.288595226
"J429",-157.748844113,21.292746991
"J453",-157.748218997,21.292655608
"J74",-157.756659824,21.290230239
"J93",-157.756379278,21.290247796
"J145",-157.755709443,21.28011315
"J233",-157.754401155,21.280434589
"J666",-157.743614955,21.287574489
"J663",-157.743820737,21.287418628
"J10",-157.757815844,21.282575446
"J11",-157.757815428,21.282758126
"J653",-157.744222121,21.284884135
"J659",-157.744122478,21.284830927
"J271",-157.75381904,21.290693117
"J239",-157.754335086,21.291027405
"J342",-157.752424834,21.287452337
"J354",-157.752283835,21.287458794
"J401",-157.750308767,21.280572726
"J404",-157.750169788,21.28025641
"J615",-157.745103375,21.285353218
"J616",-157.745086743,21.285254766
"J597",-157.745522796,21.291626052
"J601",-157.74546187,21.291279687
"J559",-157.746142777,21.283535827
"J568",-157.745974575,21.2834465
"J566",-157.7460076,21.287165656
"J588",-157.745655111,21.286952518
"J373",-157.752028417,21.290756095
"J372",-157.752030302,21.290541077
"J608",-157.745364489,21.292132159
"J597",-157.745522796,21.291626052
"J55",-157.756971758,21.290770818
"J69",-157.756712266,21.290713275
"J478",-157.747758097,21.294146851
"J459",-157.747990168,21.294372033
"J655",-157.74417627,21.287387937
"J640",-157.744559304,21.287513463
"J28",-157.757399423,21.288138868
"J33",-157.757330041,21.288132746
"J228",-157.754460038,21.284549201
"J251",-157.754180097,21.284652969
"J54",-157.756998316,21.282886239
"J56",-157.756934771,21.282680927
"J49",-157.757081697,21.290228488
"J45",-157.757156056,21.290112911
"J513",-157.746905345,21.294889582
"J498",-157.747296176,21.2950011425
"J372",-157.752030302,21.290541077
"J371",-157.752036836,21.290372433
"J102",-157.756315,21.2874115968
"J60",-157.756837873,21.287123916
"J587",-157.745685423,21.288869927
"J576",-157.745853903,21.288606399
"J531",-157.746634404,21.291840643
"J530",-157.746664271,21.291340405
"J222",-157.754527343,21.275815019
"J178",-157.755281438,21.275628764
"J130",-157.755897164,21.282267213
"J122",-157.755975593,21.282574295
"J505",-157.747180324,21.293919465
"J508",-157.747069975,21.293551143
"J384",-157.751445321,21.283263814
"J382",-157.751661665,21.28320852
"J211",-157.754623598,21.311802701
"J134",-157.755861398,21.303591767
"J394",-157.750772852,21.28470373
"J400",-157.750454418,21.284335293
"J308",-157.753015534,21.289683344
"J312",-157.75293495,21.290227371
"J112",-157.756124977,21.292608852
"J150",-157.755642179,21.292557001
"J446",-157.748407314,21.288457848
"J450",-157.748302326,21.28823718
"J138",-157.755794732,21.28670959
"J125",-157.755937811,21.286650612
"J412",-157.749605081,21.2804344548
"J404",-157.750169788,21.28025641
"J671",-157.743308508,21.288125838
"J672",-157.74328136,21.287766593
"J207",-157.754659819,21.286550731
"J234",-157.754398371,21.286749954
"J142",-157.755724589,21.281166258
"J143",-157.755723711,21.280365297
"J578",-157.745824553,21.293788736
"J582",-157.745735809,21.293612414
"J465",-157.747893813,21.290771322
"J467",-157.747849128,21.290311412
"J296",-157.753250497,21.282436668
"J291",-157.753335429,21.282364101
"J589",-157.745649725,21.285196566
"J586",-157.74572356,21.284882009
"J521",-157.74680683,21.285206883
"J501",-157.747230707,21.284979529
"J359",-157.752210091,21.284687754
"J386",-157.751392667,21.284883483
"J198",-157.754755044,21.296675794
"J187",-157.754937543,21.296649756
"J319",-157.752860653,21.29140416
"J314",-157.752923595,21.291310052
"J470",-157.747816098,21.289999262
"J461",-157.747963565,21.289998098
"J659",-157.744122478,21.284830927
"J642",-157.744530198,21.284429844
"J535",-157.746533732,21.323032567
"J134",-157.755861398,21.303591767
"J408",-157.749837338,21.283627675
"J398",-157.750496621,21.283476006
"J594",-157.74562576,21.289365911
"J587",-157.745685423,21.288869927
"J491",-157.74739448,21.288139565
"J494",-157.747340147,21.287736309
"J393",-157.75094694,21.28488682
"J394",-157.750772852,21.28470373
"J469",-157.74783458,21.291812076
"J471",-157.747793588,21.29198197
"J618",-157.745049971,21.291061092
"J604",-157.745430873,21.29086352
"J366",-157.752089653,21.288527505
"J374",-157.752025017,21.288536248
"J169",-157.755367341,21.299866084
"J157",-157.755542201,21.29982266
"J496",-157.7473173,21.279105919
"J503",-157.747222499,21.278945219
"J582",-157.745735809,21.293612414
"J590",-157.745648638,21.293185021
"J140",-157.755781726,21.281249918
"J142",-157.755724589,21.281166258
"J474",-157.747774544,21.2807844446
"J462",-157.747951067,21.281801849
"J482",-157.747594819,21.279985348
"J494",-157.747340147,21.287736309
"J497",-157.747315554,21.287492492
"J553",-157.746217615,21.285094031
"J502",-157.747226208,21.284222243
"J302",-157.75311021,21.289055097
"J311",-157.752939148,21.289033982
"J506",-157.74714367,21.288556424
"J491",-157.74739448,21.288139565
"J480",-157.747705077,21.29000575
"J477",-157.747765202,21.288976128
"J388",-157.751272001,21.28044082
"J381",-157.751665194,21.280279274
"J154",-157.755566556,21.299189337
"J113",-157.756121425,21.299305919
"J257",-157.754086725,21.289136006
"J268",-157.75385797,21.289143454
"J328",-157.752683917,21.293016461
"J317",-157.752900787,21.29309268
"J583",-157.745733164,21.291604192
"J597",-157.745522796,21.291626052
"J613",-157.745247993,21.293468098
"J612",-157.745292799,21.292846991
"J48",-157.757108138,21.290671848
"J55",-157.756971758,21.290770818
"J210",-157.754627101,21.2836532158
"J267",-157.753869152,21.283751331
"J248",-157.754210736,21.298177246
"J213",-157.754595416,21.298084991
"J636",-157.744583961,21.284515825
"J642",-157.744530198,21.284429844
"J267",-157.753869152,21.283751331
"J289",-157.753346795,21.283960228
"J624",-157.744825671,21.293376783
"J635",-157.74463262,21.29276378
"J6",-157.757897454,21.276393382
"J12",-157.757749778,21.276000044
"J199",-157.754725407,21.295656559
"J212",-157.754617746,21.295703801
"J87",-157.756495809,21.28793855
"J78",-157.75660397,21.288029531
"J32",-157.757333964,21.286862124
"J18",-157.757563215,21.286773527
"J638",-157.744568635,21.286084703
"J646",-157.744417765,21.285879743
"J214",-157.754594371,21.29054526
"J180",-157.755213313,21.29038235
"J53",-157.757039779,21.293783888
"J17",-157.75758361,21.292136738
"J57",-157.756931097,21.296068493
"J61",-157.756828026,21.296385073
"J26",-157.757412641,21.284562873
"J21",-157.757496583,21.28464556
"J512",-157.746917042,21.291065541
"J523",-157.746788713,21.291012669
"J90",-157.756421672,21.299998666
"J114",-157.756106888,21.2999839606
"J260",-157.754039338,21.280986202
"J263",-157.753984666,21.280966422
"J444",-157.748429334,21.290492211
"J433",-157.748737145,21.289221219
"J426",-157.749104199,21.289934598
"J427",-157.749077491,21.288919905
"J43",-157.757197702,21.284657299
"J97",-157.756351471,21.2843010742
"J375",-157.751971547,21.283858961
"J380",-157.75173813,21.283367976
"J556",-157.746177349,21.292767107
"J558",-157.746145592,21.292677336
"J282",-157.753529501,21.287518512
"J290",-157.753342919,21.287997968
"J658",-157.744124991,21.282612056
"J632",-157.744681174,21.282558633
"J572",-157.745902099,21.294725418
"J562",-157.74612593,21.294394343
"J3",-157.758596138,21.274801225
"J2",-157.75868761,21.274990811
"J254",-157.754145654,21.288363415
"J249",-157.754184325,21.288512149
"J449",-157.748314042,21.289010533
"J448",-157.748368889,21.28867811
"J190",-157.754817228,21.281904135
"J231",-157.754428571,21.282022023
"J61",-157.756828026,21.296385073
"J67",-157.756720404,21.296398069
"J104",-157.756299268,21.296450067
"J118",-157.756028437,21.2965645544
"J176",-157.755286662,21.2862326066
"J194",-157.754776262,21.28666068
"J493",-157.747358961,21.29387376
"J457",-157.74809983,21.293214655
"J427",-157.749077491,21.288919905
"J432",-157.748742285,21.288806273
"J305",-157.753034508,21.289534674
"J308",-157.753015534,21.289683344
"J359",-157.752210091,21.284687754
"J357",-157.752236589,21.284430722
"J588",-157.745655111,21.286952518
"J603",-157.745436954,21.286790766
"J295",-157.753258921,21.292787426
"J307",-157.753026238,21.292726045
"J591",-157.745647087,21.286732029
"J603",-157.745436954,21.286790766
"J45",-157.757156056,21.290112911
"J31",-157.757336982,21.289941829
"J251",-157.754180097,21.284652969
"J244",-157.754269489,21.284768851
"J257",-157.754086725,21.289136006
"J262",-157.754018508,21.289090763
"J157",-157.755542201,21.29982266
"J154",-157.755566556,21.299189337
"J285",-157.753394269,21.287588856
"J282",-157.753529501,21.287518512
"J47",-157.757131056,21.290355214
"J49",-157.757081697,21.290228488
"J364",-157.752130969,21.290051995
"J365",-157.75210626,21.290034933
"J239",-157.754335086,21.291027405
"J232",-157.754421301,21.291068245
"J199",-157.754725407,21.295656559
"J188",-157.754900048,21.295516871
"J370",-157.752048311,21.290972016
"J373",-157.752028417,21.290756095
"J329",-157.752681629,21.280776011
"J333",-157.752612751,21.280908994
"J339",-157.752455038,21.285122687
"J341",-157.752430256,21.285012092
"J89",-157.756484273,21.297739342
"J107",-157.756213718,21.297261052
"J451",-157.748265735,21.289566233
"J449",-157.748314042,21.289010533
"J324",-157.752763089,21.28102301
"J333",-157.752612751,21.280908994
"J547",-157.74631926,21.28173944
"J545",-157.746334187,21.281633362
"J637",-157.74457832,21.292223318
"J651",-157.744242151,21.292116019
"J620",-157.745003401,21.280594229
"J639",-157.744566043,21.280428667
"J296",-157.753250497,21.282436668
"J326",-157.752743728,21.28264014
"J81",-157.756580853,21.298863219
"J82",-157.756563745,21.298639334
"J414",-157.749513402,21.283698483
"J408",-157.749837338,21.283627675
"J497",-157.747315554,21.287492492
"J492",-157.747371286,21.287075339
"J453",-157.748218997,21.292655608
"J473",-157.747784235,21.292901901
"J331",-157.752660132,21.286385297
"J337",-157.752509572,21.285962357
"J432",-157.748742285,21.288806273
"J438",-157.748598736,21.288756134
"J557",-157.746169509,21.288284036
"J544",-157.746384014,21.288126878
"J147",-157.755671627,21.283903024
"J224",-157.754519159,21.284101063
"J507",-157.747119434,21.290487337
"J509",-157.74701625,21.290243438
"J101",-157.756327379,21.300648268
"J92",-157.756380383,21.300304365
"J555",-157.746201965,21.28443506
"J537",-157.746493367,21.28426067
"J634",-157.74464175,21.288018556
"J643",-157.744509145,21.287612297
"J32",-157.757333964,21.286862124
"J27",-157.757405257,21.287045489
"J545",-157.746334187,21.281633362
"J539",-157.746490144,21.280900023
"J672",-157.74328136,21.287766593
"J666",-157.743614955,21.287574489
"J63",-157.756781409,21.290197339
"J74",-157.756659824,21.290230239
"J544",-157.746384014,21.288126878
"J532",-157.746611282,21.287875248
"J100",-157.756332282,21.291806581
"J86",-157.756502345,21.291768225
"J550",-157.746279813,21.282319943
"J548",-157.746312472,21.281926522
"J607",-157.745377026,21.28180911
"J610",-157.745325171,21.281711934
"J99",-157.756336489,21.298660497
"J117",-157.756028796,21.298693757
"J660",-157.744115018,21.287476344
"J655",-157.74417627,21.287387937
"J213",-157.754595416,21.298084991
"J201",-157.754706122,21.298079695
"J371",-157.752036836,21.290372433
"J368",-157.752067413,21.290208557
"J323",-157.75276773,21.289006264
"J334",-157.752606324,21.288920729
"J387",-157.751273642,21.290780781
"J374",-157.752025017,21.288536248
"J471",-157.747793588,21.29198197
"J479",-157.747737198,21.292346132
"J657",-157.744144514,21.282763077
"J658",-157.744124991,21.282612056
"J482",-157.747594819,21.279985348
"J475",-157.74777075,21.28078132
"J533",-157.746605176,21.285766623
"J540",-157.746454285,21.285542283
"J352",-157.75230717,21.289090577
"J356",-157.752256113,21.289322927
"J598",-157.745521537,21.290393045
"J606",-157.745395272,21.290051041
"J255",-157.754144319,21.282120781
"J276",-157.753697084,21.282281221
"J477",-157.747765202,21.288976128
"J449",-157.748314042,21.289010533
"J669",-157.743465807,21.290307327
"J665",-157.743653476,21.289981806
"J197",-157.754755193,21.298808654
"J189",-157.754867975,21.298849792
"J180",-157.755213313,21.29038235
"J128",-157.755903156,21.290195843
"J336",-157.752553061,21.292444121
"J343",-157.752417641,21.292185686
"J476",-157.747770024,21.291318027
"J486",-157.747499894,21.291232077
"J625",-157.744824027,21.282146202
"J610",-157.745325171,21.281711934
"J76",-157.756628023,21.29743615
"J77",-157.75660667,21.297279164
"J601",-157.74546187,21.291279687
"J592",-157.745646977,21.291215569
"J382",-157.751661665,21.28320852
"J349",-157.752364268,21.283058563
"J646",-157.744417765,21.285879743
"J626",-157.744808885,21.285612618
"J92",-157.756380383,21.300304365
"J90",-157.756421672,21.299998666
"J416",-157.749456076,21.283728872
"J414",-157.749513402,21.283698483
"J466",-157.747870837,21.291541403
"J469",-157.74783458,21.291812076
"J175",-157.755297865,21.287129608
"J144",-157.755712383,21.286773131
"J155",-157.755566172,21.281725403
"J190",-157.754817228,21.281904135
"J4",-157.758569335,21.275026837
"J2",-157.75868761,21.274990811
"J465",-157.747893813,21.290771322
"J445",-157.748414891,21.29052228
"J599",-157.745491923,21.283170424
"J619",-157.745032808,21.282914069
"J343",-157.752417641,21.292185686
"J350",-157.752333694,21.29210575
"J592",-157.745646977,21.291215569
"J604",-157.745430873,21.29086352
"J509",-157.74701625,21.290243438
"J518",-157.746839041,21.289792956
"J437",-157.748609576,21.293368308
"J428",-157.748878435,21.292900989
"J177",-157.755283127,21.297949501
"J168",-157.755393932,21.297884143
"J490",-157.747419152,21.292696023
"J519",-157.746830217,21.292903061
"J131",-157.755896598,21.290386943
"J128",-157.755903156,21.290195843
"J67",-157.756720404,21.296398069
"J104",-157.756299268,21.296450067
"J137",-157.755799317,21.279269287
"J261",-157.754022012,21.279703377
"J50",-157.757075119,21.296907176
"J58",-157.75691633,21.296740338
"J240",-157.754324034,21.281330647
"J250",-157.754182385,21.28128979
"J495",-157.747332599,21.286297062
"J510",-157.74701284,21.286085616
"J116",-157.756056754,21.288955527
"J66",-157.756735368,21.28894826
"J82",-157.756563745,21.298639334
"J99",-157.756336489,21.298660497
"J647",-157.744298806,21.290407513
"J664",-157.743687895,21.290359726
"J288",-157.753354688,21.289086191
"J302",-157.75311021,21.289055097
"J564",-157.746080922,21.294903845
"J538",-157.746492173,21.294992555
"J24",-157.757459941,21.282812775
"J36",-157.757306566,21.282309333
"J34",-157.757324874,21.296011833
"J57",-157.756931097,21.296068493
"J223",-157.754525704,21.299523863
"J216",-157.754570175,21.299091611
"J536",-157.74650253,21.289075827
"J517",-157.746862984,21.288893539
"J308",-157.753015534,21.289683344
"J313",-157.752930343,21.289689327
"J465",-157.747893813,21.290771322
"J463",-157.747927367,21.291212755
"J397",-157.750500417,21.281007451
"J401",-157.750308767,21.280572726
"J579",-157.745814508,21.292888908
"J558",-157.746145592,21.292677336
"J284",-157.753461578,21.278489969
"J287",-157.753357171,21.278134156
"J16",-157.757606025,21.291302713
"J23",-157.757474153,21.290702512
"J662",-157.743927998,21.289631275
"J652",-157.744222653,21.289475551
"J643",-157.744509145,21.287612297
"J640",-157.744559304,21.287513463
"J161",-157.755486486,21.291121862
"J123",-157.75597075,21.291397901
"J167",-157.755400132,21.2929417
"J383",-157.751653998,21.280254767
"J609",-157.745361687,21.28658986
"J605",-157.745404554,21.286089914
"J312",-157.75293495,21.290227371
"J309",-157.752964253,21.290269805
"J256",-157.754137912,21.295358985
"J229",-157.754453885,21.295764769
"J237",-157.754357409,21.296662056
"J226",-157.754474287,21.296710457
"J317",-157.752900787,21.29309268
"J297",-157.753219447,21.293188994
"J651",-157.744242151,21.292116019
"J656",-157.744146183,21.2921399
"J356",-157.752256113,21.289322927
"J363",-157.752173418,21.289372398
"J300",-157.7531323,21.289239057
"J303",-157.753085322,21.289227997
